Freq.	mag(I(RCoil1))	mag(I(RCoil2))	mag(I(RCoil3))	mag(I(RLoad))	mag(I(RSource))
2.14303861047521e+06	3.09211617218045e-03,0.00000000000000e+00	1.44927508192097e-05,0.00000000000000e+00	8.17935945725204e-07,0.00000000000000e+00	8.17935945725331e-07,0.00000000000000e+00	3.09211617218031e-03,0.00000000000000e+00
2.14797882468249e+06	3.10219443821124e-03,0.00000000000000e+00	1.46228465298128e-05,0.00000000000000e+00	8.29086093672024e-07,0.00000000000000e+00	8.29086093671845e-07,0.00000000000000e+00	3.10219443821102e-03,0.00000000000000e+00
2.15293042725967e+06	3.11232164302533e-03,0.00000000000000e+00	1.47542779744682e-05,0.00000000000000e+00	8.40397160628415e-07,0.00000000000000e+00	8.40397160628424e-07,0.00000000000000e+00	3.11232164302524e-03,0.00000000000000e+00
2.15789344445965e+06	3.12249815133717e-03,0.00000000000000e+00	1.48870612712648e-05,0.00000000000000e+00	8.51871638095715e-07,0.00000000000000e+00	8.51871638095692e-07,0.00000000000000e+00	3.12249815133695e-03,0.00000000000000e+00
2.16286790259587e+06	3.13272433154569e-03,0.00000000000000e+00	1.50212127684922e-05,0.00000000000000e+00	8.63512059464859e-07,0.00000000000000e+00	8.63512059464883e-07,0.00000000000000e+00	3.13272433154584e-03,0.00000000000000e+00
2.16785382804240e+06	3.14300055578404e-03,0.00000000000000e+00	1.51567490485085e-05,0.00000000000000e+00	8.75321000791025e-07,0.00000000000000e+00	8.75321000791004e-07,0.00000000000000e+00	3.14300055578366e-03,0.00000000000000e+00
2.17285124723413e+06	3.15332719996096e-03,0.00000000000000e+00	1.52936869316434e-05,0.00000000000000e+00	8.87301081580842e-07,0.00000000000000e+00	8.87301081580645e-07,0.00000000000000e+00	3.15332719996070e-03,0.00000000000000e+00
2.17786018666686e+06	3.16370464381027e-03,0.00000000000000e+00	1.54320434801983e-05,0.00000000000000e+00	8.99454965595878e-07,0.00000000000000e+00	8.99454965595715e-07,0.00000000000000e+00	3.16370464381020e-03,0.00000000000000e+00
2.18288067289751e+06	3.17413327094082e-03,0.00000000000000e+00	1.55718360025562e-05,0.00000000000000e+00	9.11785361673873e-07,0.00000000000000e+00	9.11785361673738e-07,0.00000000000000e+00	3.17413327094106e-03,0.00000000000000e+00
2.18791273254418e+06	3.18461346888113e-03,0.00000000000000e+00	1.57130820572914e-05,0.00000000000000e+00	9.24295024563795e-07,0.00000000000000e+00	9.24295024563949e-07,0.00000000000000e+00	3.18461346888096e-03,0.00000000000000e+00
2.19295639228637e+06	3.19514562913014e-03,0.00000000000000e+00	1.58557994574367e-05,0.00000000000000e+00	9.36986755782315e-07,0.00000000000000e+00	9.36986755782348e-07,0.00000000000000e+00	3.19514562912994e-03,0.00000000000000e+00
2.19801167886504e+06	3.20573014720805e-03,0.00000000000000e+00	1.60000062748008e-05,0.00000000000000e+00	9.49863404483420e-07,0.00000000000000e+00	9.49863404483430e-07,0.00000000000000e+00	3.20573014720818e-03,0.00000000000000e+00
2.20307861908283e+06	3.21636742270562e-03,0.00000000000000e+00	1.61457208443527e-05,0.00000000000000e+00	9.62927868349957e-07,0.00000000000000e+00	9.62927868350016e-07,0.00000000000000e+00	3.21636742270615e-03,0.00000000000000e+00
2.20815723980414e+06	3.22705785933738e-03,0.00000000000000e+00	1.62929617687317e-05,0.00000000000000e+00	9.76183094497860e-07,0.00000000000000e+00	9.76183094498306e-07,0.00000000000000e+00	3.22705785933717e-03,0.00000000000000e+00
2.21324756795533e+06	3.23780186499207e-03,0.00000000000000e+00	1.64417479228281e-05,0.00000000000000e+00	9.89632080409603e-07,0.00000000000000e+00	9.89632080410273e-07,0.00000000000000e+00	3.23780186499186e-03,0.00000000000000e+00
2.21834963052480e+06	3.24859985178495e-03,0.00000000000000e+00	1.65920984584234e-05,0.00000000000000e+00	1.00327787487471e-06,0.00000000000000e+00	1.00327787487451e-06,0.00000000000000e+00	3.24859985178495e-03,0.00000000000000e+00
2.22346345456318e+06	3.25945223611556e-03,0.00000000000000e+00	1.67440328089838e-05,0.00000000000000e+00	1.01712357895464e-06,0.00000000000000e+00	1.01712357895433e-06,0.00000000000000e+00	3.25945223611525e-03,0.00000000000000e+00
2.22858906718345e+06	3.27035943871867e-03,0.00000000000000e+00	1.68975706945027e-05,0.00000000000000e+00	1.03117234697046e-06,0.00000000000000e+00	1.03117234697060e-06,0.00000000000000e+00	3.27035943871853e-03,0.00000000000000e+00
2.23372649556112e+06	3.28132188471964e-03,0.00000000000000e+00	1.70527321264355e-05,0.00000000000000e+00	1.04542738751165e-06,0.00000000000000e+00	1.04542738751211e-06,0.00000000000000e+00	3.28132188471951e-03,0.00000000000000e+00
2.23887576693430e+06	3.29234000369059e-03,0.00000000000000e+00	1.72095374127669e-05,0.00000000000000e+00	1.05989196446024e-06,0.00000000000000e+00	1.05989196446022e-06,0.00000000000000e+00	3.29234000369092e-03,0.00000000000000e+00
2.24403690860392e+06	3.30341422971317e-03,0.00000000000000e+00	1.73680071631620e-05,0.00000000000000e+00	1.07456939803603e-06,0.00000000000000e+00	1.07456939803591e-06,0.00000000000000e+00	3.30341422971279e-03,0.00000000000000e+00
2.24920994793385e+06	3.31454500142580e-03,0.00000000000000e+00	1.75281622942102e-05,0.00000000000000e+00	1.08946306587394e-06,0.00000000000000e+00	1.08946306587399e-06,0.00000000000000e+00	3.31454500142585e-03,0.00000000000000e+00
2.25439491235101e+06	3.32573276209170e-03,0.00000000000000e+00	1.76900240347806e-05,0.00000000000000e+00	1.10457640411400e-06,0.00000000000000e+00	1.10457640411416e-06,0.00000000000000e+00	3.32573276209200e-03,0.00000000000000e+00
2.25959182934559e+06	3.33697795965452e-03,0.00000000000000e+00	1.78536139314899e-05,0.00000000000000e+00	1.11991290851745e-06,0.00000000000000e+00	1.11991290851730e-06,0.00000000000000e+00	3.33697795965453e-03,0.00000000000000e+00
2.26480072647111e+06	3.34828104680137e-03,0.00000000000000e+00	1.80189538543028e-05,0.00000000000000e+00	1.13547613560719e-06,0.00000000000000e+00	1.13547613560688e-06,0.00000000000000e+00	3.34828104680105e-03,0.00000000000000e+00
2.27002163134462e+06	3.35964248101706e-03,0.00000000000000e+00	1.81860660021626e-05,0.00000000000000e+00	1.15126970382674e-06,0.00000000000000e+00	1.15126970382714e-06,0.00000000000000e+00	3.35964248101683e-03,0.00000000000000e+00
2.27525457164686e+06	3.37106272465834e-03,0.00000000000000e+00	1.83549729088541e-05,0.00000000000000e+00	1.16729729474199e-06,0.00000000000000e+00	1.16729729474128e-06,0.00000000000000e+00	3.37106272465823e-03,0.00000000000000e+00
2.28049957512233e+06	3.38254224500742e-03,0.00000000000000e+00	1.85256974488968e-05,0.00000000000000e+00	1.18356265423813e-06,0.00000000000000e+00	1.18356265423817e-06,0.00000000000000e+00	3.38254224500736e-03,0.00000000000000e+00
2.28575666957954e+06	3.39408151433951e-03,0.00000000000000e+00	1.86982628435815e-05,0.00000000000000e+00	1.20006959377122e-06,0.00000000000000e+00	1.20006959377140e-06,0.00000000000000e+00	3.39408151433990e-03,0.00000000000000e+00
2.29102588289106e+06	3.40568100998982e-03,0.00000000000000e+00	1.88726926671367e-05,0.00000000000000e+00	1.21682199163223e-06,0.00000000000000e+00	1.21682199163163e-06,0.00000000000000e+00	3.40568100999037e-03,0.00000000000000e+00
2.29630724299376e+06	3.41734121441785e-03,0.00000000000000e+00	1.90490108530407e-05,0.00000000000000e+00	1.23382379423287e-06,0.00000000000000e+00	1.23382379423341e-06,0.00000000000000e+00	3.41734121441788e-03,0.00000000000000e+00
2.30160077788886e+06	3.42906261527339e-03,0.00000000000000e+00	1.92272417004066e-05,0.00000000000000e+00	1.25107901744043e-06,0.00000000000000e+00	1.25107901743979e-06,0.00000000000000e+00	3.42906261527342e-03,0.00000000000000e+00
2.30690651564218e+06	3.44084570546785e-03,0.00000000000000e+00	1.94074098805683e-05,0.00000000000000e+00	1.26859174791038e-06,0.00000000000000e+00	1.26859174791081e-06,0.00000000000000e+00	3.44084570546822e-03,0.00000000000000e+00
2.31222448438419e+06	3.45269098324302e-03,0.00000000000000e+00	1.95895404437337e-05,0.00000000000000e+00	1.28636614448100e-06,0.00000000000000e+00	1.28636614448103e-06,0.00000000000000e+00	3.45269098324311e-03,0.00000000000000e+00
2.31755471231024e+06	3.46459895224184e-03,0.00000000000000e+00	1.97736588258499e-05,0.00000000000000e+00	1.30440643957187e-06,0.00000000000000e+00	1.30440643957155e-06,0.00000000000000e+00	3.46459895224139e-03,0.00000000000000e+00
2.32289722768068e+06	3.47657012157525e-03,0.00000000000000e+00	1.99597908555198e-05,0.00000000000000e+00	1.32271694062232e-06,0.00000000000000e+00	1.32271694062248e-06,0.00000000000000e+00	3.47657012157504e-03,0.00000000000000e+00
2.32825205882097e+06	3.48860500589998e-03,0.00000000000000e+00	2.01479627611435e-05,0.00000000000000e+00	1.34130203156754e-06,0.00000000000000e+00	1.34130203156703e-06,0.00000000000000e+00	3.48860500589966e-03,0.00000000000000e+00
2.33361923412192e+06	3.50070412549366e-03,0.00000000000000e+00	2.03382011781872e-05,0.00000000000000e+00	1.36016617433524e-06,0.00000000000000e+00	1.36016617433546e-06,0.00000000000000e+00	3.50070412549315e-03,0.00000000000000e+00
2.33899878203973e+06	3.51286800632229e-03,0.00000000000000e+00	2.05305331565596e-05,0.00000000000000e+00	1.37931391038354e-06,0.00000000000000e+00	1.37931391038292e-06,0.00000000000000e+00	3.51286800632214e-03,0.00000000000000e+00
2.34439073109625e+06	3.52509718012400e-03,0.00000000000000e+00	2.07249861682061e-05,0.00000000000000e+00	1.39874986226409e-06,0.00000000000000e+00	1.39874986226457e-06,0.00000000000000e+00	3.52509718012412e-03,0.00000000000000e+00
2.34979510987905e+06	3.53739218448300e-03,0.00000000000000e+00	2.09215881148253e-05,0.00000000000000e+00	1.41847873523390e-06,0.00000000000000e+00	1.41847873523439e-06,0.00000000000000e+00	3.53739218448289e-03,0.00000000000000e+00
2.35521194704161e+06	3.54975356290742e-03,0.00000000000000e+00	2.11203673357595e-05,0.00000000000000e+00	1.43850531888498e-06,0.00000000000000e+00	1.43850531888472e-06,0.00000000000000e+00	3.54975356290768e-03,0.00000000000000e+00
2.36064127130345e+06	3.56218186491057e-03,0.00000000000000e+00	2.13213526160235e-05,0.00000000000000e+00	1.45883448881598e-06,0.00000000000000e+00	1.45883448881640e-06,0.00000000000000e+00	3.56218186491031e-03,0.00000000000000e+00
2.36608311145032e+06	3.57467764608790e-03,0.00000000000000e+00	2.15245731945570e-05,0.00000000000000e+00	1.47947120835555e-06,0.00000000000000e+00	1.47947120835558e-06,0.00000000000000e+00	3.57467764608807e-03,0.00000000000000e+00
2.37153749633431e+06	3.58724146820665e-03,0.00000000000000e+00	2.17300587726261e-05,0.00000000000000e+00	1.50042053029696e-06,0.00000000000000e+00	1.50042053029741e-06,0.00000000000000e+00	3.58724146820705e-03,0.00000000000000e+00
2.37700445487403e+06	3.59987389928384e-03,0.00000000000000e+00	2.19378395223829e-05,0.00000000000000e+00	1.52168759869539e-06,0.00000000000000e+00	1.52168759869527e-06,0.00000000000000e+00	3.59987389928391e-03,0.00000000000000e+00
2.38248401605474e+06	3.61257551367117e-03,0.00000000000000e+00	2.21479460956273e-05,0.00000000000000e+00	1.54327765068729e-06,0.00000000000000e+00	1.54327765068673e-06,0.00000000000000e+00	3.61257551367060e-03,0.00000000000000e+00
2.38797620892854e+06	3.62534689214027e-03,0.00000000000000e+00	2.23604096327681e-05,0.00000000000000e+00	1.56519601836059e-06,0.00000000000000e+00	1.56519601835996e-06,0.00000000000000e+00	3.62534689214056e-03,0.00000000000000e+00
2.39348106261448e+06	3.63818862197750e-03,0.00000000000000e+00	2.25752617719445e-05,0.00000000000000e+00	1.58744813066981e-06,0.00000000000000e+00	1.58744813066957e-06,0.00000000000000e+00	3.63818862197747e-03,0.00000000000000e+00
2.39899860629875e+06	3.65110129706279e-03,0.00000000000000e+00	2.27925346583868e-05,0.00000000000000e+00	1.61003951538179e-06,0.00000000000000e+00	1.61003951538154e-06,0.00000000000000e+00	3.65110129706350e-03,0.00000000000000e+00
2.40452886923482e+06	3.66408551796803e-03,0.00000000000000e+00	2.30122609539348e-05,0.00000000000000e+00	1.63297580107188e-06,0.00000000000000e+00	1.63297580107183e-06,0.00000000000000e+00	3.66408551796778e-03,0.00000000000000e+00
2.41007188074358e+06	3.67714189204072e-03,0.00000000000000e+00	2.32344738467794e-05,0.00000000000000e+00	1.65626271916466e-06,0.00000000000000e+00	1.65626271916524e-06,0.00000000000000e+00	3.67714189204062e-03,0.00000000000000e+00
2.41562767021355e+06	3.69027103350499e-03,0.00000000000000e+00	2.34592070614417e-05,0.00000000000000e+00	1.67990610602863e-06,0.00000000000000e+00	1.67990610602917e-06,0.00000000000000e+00	3.69027103350545e-03,0.00000000000000e+00
2.42119626710095e+06	3.70347356355321e-03,0.00000000000000e+00	2.36864948689200e-05,0.00000000000000e+00	1.70391190509878e-06,0.00000000000000e+00	1.70391190509836e-06,0.00000000000000e+00	3.70347356355351e-03,0.00000000000000e+00
2.42677770092994e+06	3.71675011044170e-03,0.00000000000000e+00	2.39163720971155e-05,0.00000000000000e+00	1.72828616906283e-06,0.00000000000000e+00	1.72828616906313e-06,0.00000000000000e+00	3.71675011044200e-03,0.00000000000000e+00
2.43237200129273e+06	3.73010130958649e-03,0.00000000000000e+00	2.41488741414023e-05,0.00000000000000e+00	1.75303506210082e-06,0.00000000000000e+00	1.75303506210032e-06,0.00000000000000e+00	3.73010130958665e-03,0.00000000000000e+00
2.43797919784972e+06	3.74352780366840e-03,0.00000000000000e+00	2.43840369755518e-05,0.00000000000000e+00	1.77816486215540e-06,0.00000000000000e+00	1.77816486215516e-06,0.00000000000000e+00	3.74352780366873e-03,0.00000000000000e+00
2.44359932032973e+06	3.75703024272688e-03,0.00000000000000e+00	2.46218971627524e-05,0.00000000000000e+00	1.80368196327579e-06,0.00000000000000e+00	1.80368196327592e-06,0.00000000000000e+00	3.75703024272700e-03,0.00000000000000e+00
2.44923239853009e+06	3.77060928426665e-03,0.00000000000000e+00	2.48624918670023e-05,0.00000000000000e+00	1.82959287800223e-06,0.00000000000000e+00	1.82959287800260e-06,0.00000000000000e+00	3.77060928426659e-03,0.00000000000000e+00
2.45487846231680e+06	3.78426559336329e-03,0.00000000000000e+00	2.51058588646884e-05,0.00000000000000e+00	1.85590423981453e-06,0.00000000000000e+00	1.85590423981430e-06,0.00000000000000e+00	3.78426559336325e-03,0.00000000000000e+00
2.46053754162475e+06	3.79799984276574e-03,0.00000000000000e+00	2.53520365564126e-05,0.00000000000000e+00	1.88262280562035e-06,0.00000000000000e+00	1.88262280561992e-06,0.00000000000000e+00	3.79799984276531e-03,0.00000000000000e+00
2.46620966645781e+06	3.81181271300273e-03,0.00000000000000e+00	2.56010639791240e-05,0.00000000000000e+00	1.90975545832270e-06,0.00000000000000e+00	1.90975545832265e-06,0.00000000000000e+00	3.81181271300252e-03,0.00000000000000e+00
2.47189486688901e+06	3.82570489249616e-03,0.00000000000000e+00	2.58529808184568e-05,0.00000000000000e+00	1.93730920943258e-06,0.00000000000000e+00	1.93730920943237e-06,0.00000000000000e+00	3.82570489249602e-03,0.00000000000000e+00
2.47759317306073e+06	3.83967707767174e-03,0.00000000000000e+00	2.61078274214786e-05,0.00000000000000e+00	1.96529120174598e-06,0.00000000000000e+00	1.96529120174558e-06,0.00000000000000e+00	3.83967707767141e-03,0.00000000000000e+00
2.48330461518481e+06	3.85372997306715e-03,0.00000000000000e+00	2.63656448095276e-05,0.00000000000000e+00	1.99370871208120e-06,0.00000000000000e+00	1.99370871208115e-06,0.00000000000000e+00	3.85372997306770e-03,0.00000000000000e+00
2.48902922354276e+06	3.86786429145414e-03,0.00000000000000e+00	2.66264746915084e-05,0.00000000000000e+00	2.02256915408457e-06,0.00000000000000e+00	2.02256915408487e-06,0.00000000000000e+00	3.86786429145403e-03,0.00000000000000e+00
2.49476702848587e+06	3.88208075394478e-03,0.00000000000000e+00	2.68903594773879e-05,0.00000000000000e+00	2.05188008109780e-06,0.00000000000000e+00	2.05188008109719e-06,0.00000000000000e+00	3.88208075394493e-03,0.00000000000000e+00
2.50051806043543e+06	3.89638009012213e-03,0.00000000000000e+00	2.71573422920791e-05,0.00000000000000e+00	2.08164918908926e-06,0.00000000000000e+00	2.08164918908988e-06,0.00000000000000e+00	3.89638009012215e-03,0.00000000000000e+00
2.50628234988282e+06	3.91076303815131e-03,0.00000000000000e+00	2.74274669895322e-05,0.00000000000000e+00	2.11188431967040e-06,0.00000000000000e+00	2.11188431966997e-06,0.00000000000000e+00	3.91076303815115e-03,0.00000000000000e+00
2.51205992738974e+06	3.92523034490448e-03,0.00000000000000e+00	2.77007781672681e-05,0.00000000000000e+00	2.14259346315290e-06,0.00000000000000e+00	2.14259346315349e-06,0.00000000000000e+00	3.92523034490482e-03,0.00000000000000e+00
2.51785082358832e+06	3.93978276609075e-03,0.00000000000000e+00	2.79773211811462e-05,0.00000000000000e+00	2.17378476171843e-06,0.00000000000000e+00	2.17378476171891e-06,0.00000000000000e+00	3.93978276609066e-03,0.00000000000000e+00
2.52365506918133e+06	3.95442106637069e-03,0.00000000000000e+00	2.82571421604995e-05,0.00000000000000e+00	2.20546651262056e-06,0.00000000000000e+00	2.20546651262115e-06,0.00000000000000e+00	3.95442106637050e-03,0.00000000000000e+00
2.52947269494229e+06	3.96914601949692e-03,0.00000000000000e+00	2.85402880236697e-05,0.00000000000000e+00	2.23764717149821e-06,0.00000000000000e+00	2.23764717149826e-06,0.00000000000000e+00	3.96914601949719e-03,0.00000000000000e+00
2.53530373171568e+06	3.98395840843826e-03,0.00000000000000e+00	2.88268064937923e-05,0.00000000000000e+00	2.27033535574250e-06,0.00000000000000e+00	2.27033535574239e-06,0.00000000000000e+00	3.98395840843784e-03,0.00000000000000e+00
2.54114821041707e+06	3.99885902551362e-03,0.00000000000000e+00	2.91167461150874e-05,0.00000000000000e+00	2.30353984796423e-06,0.00000000000000e+00	2.30353984796422e-06,0.00000000000000e+00	3.99885902551349e-03,0.00000000000000e+00
2.54700616203331e+06	4.01384867252764e-03,0.00000000000000e+00	2.94101562693688e-05,0.00000000000000e+00	2.33726959953352e-06,0.00000000000000e+00	2.33726959953319e-06,0.00000000000000e+00	4.01384867252804e-03,0.00000000000000e+00
2.55287761762267e+06	4.02892816090896e-03,0.00000000000000e+00	2.97070871930774e-05,0.00000000000000e+00	2.37153373419426e-06,0.00000000000000e+00	2.37153373419497e-06,0.00000000000000e+00	4.02892816090895e-03,0.00000000000000e+00
2.55876260831503e+06	4.04409831184642e-03,0.00000000000000e+00	3.00075899946427e-05,0.00000000000000e+00	2.40634155179586e-06,0.00000000000000e+00	2.40634155179589e-06,0.00000000000000e+00	4.04409831184686e-03,0.00000000000000e+00
2.56466116531203e+06	4.05935995643374e-03,0.00000000000000e+00	3.03117166722124e-05,0.00000000000000e+00	2.44170253207742e-06,0.00000000000000e+00	2.44170253207765e-06,0.00000000000000e+00	4.05935995643405e-03,0.00000000000000e+00
2.57057331988722e+06	4.07471393581411e-03,0.00000000000000e+00	3.06195201319234e-05,0.00000000000000e+00	2.47762633858008e-06,0.00000000000000e+00	2.47762633857994e-06,0.00000000000000e+00	4.07471393581421e-03,0.00000000000000e+00
2.57649910338625e+06	4.09016110132508e-03,0.00000000000000e+00	3.09310542064735e-05,0.00000000000000e+00	2.51412282261853e-06,0.00000000000000e+00	2.51412282261815e-06,0.00000000000000e+00	4.09016110132505e-03,0.00000000000000e+00
2.58243854722705e+06	4.10570231464594e-03,0.00000000000000e+00	3.12463736741444e-05,0.00000000000000e+00	2.55120202738194e-06,0.00000000000000e+00	2.55120202738177e-06,0.00000000000000e+00	4.10570231464598e-03,0.00000000000000e+00
2.58839168289996e+06	4.12133844795558e-03,0.00000000000000e+00	3.15655342784365e-05,0.00000000000000e+00	2.58887419211266e-06,0.00000000000000e+00	2.58887419211323e-06,0.00000000000000e+00	4.12133844795607e-03,0.00000000000000e+00
2.59435854196790e+06	4.13707038408127e-03,0.00000000000000e+00	3.18885927479127e-05,0.00000000000000e+00	2.62714975639845e-06,0.00000000000000e+00	2.62714975639874e-06,0.00000000000000e+00	4.13707038408126e-03,0.00000000000000e+00
2.60033915606656e+06	4.15289901665315e-03,0.00000000000000e+00	3.22156068167057e-05,0.00000000000000e+00	2.66603936456341e-06,0.00000000000000e+00	2.66603936456344e-06,0.00000000000000e+00	4.15289901665318e-03,0.00000000000000e+00
2.60633355690458e+06	4.16882525027162e-03,0.00000000000000e+00	3.25466352454675e-05,0.00000000000000e+00	2.70555387016386e-06,0.00000000000000e+00	2.70555387016454e-06,0.00000000000000e+00	4.16882525027215e-03,0.00000000000000e+00
2.61234177626367e+06	4.18485000066499e-03,0.00000000000000e+00	3.28817378427968e-05,0.00000000000000e+00	2.74570434062248e-06,0.00000000000000e+00	2.74570434062164e-06,0.00000000000000e+00	4.18485000066505e-03,0.00000000000000e+00
2.61836384599880e+06	4.20097419485214e-03,0.00000000000000e+00	3.32209754871802e-05,0.00000000000000e+00	2.78650206192858e-06,0.00000000000000e+00	2.78650206192777e-06,0.00000000000000e+00	4.20097419485156e-03,0.00000000000000e+00
2.62439979803839e+06	4.21719877130867e-03,0.00000000000000e+00	3.35644101494527e-05,0.00000000000000e+00	2.82795854349726e-06,0.00000000000000e+00	2.82795854349638e-06,0.00000000000000e+00	4.21719877130825e-03,0.00000000000000e+00
2.63044966438446e+06	4.23352468014807e-03,0.00000000000000e+00	3.39121049159281e-05,0.00000000000000e+00	2.87008552313681e-06,0.00000000000000e+00	2.87008552313674e-06,0.00000000000000e+00	4.23352468014832e-03,0.00000000000000e+00
2.63651347711280e+06	4.24995288328435e-03,0.00000000000000e+00	3.42641240118479e-05,0.00000000000000e+00	2.91289497212832e-06,0.00000000000000e+00	2.91289497212841e-06,0.00000000000000e+00	4.24995288328425e-03,0.00000000000000e+00
2.64259126837313e+06	4.26648435461036e-03,0.00000000000000e+00	3.46205328256418e-05,0.00000000000000e+00	2.95639910045213e-06,0.00000000000000e+00	2.95639910045215e-06,0.00000000000000e+00	4.26648435460983e-03,0.00000000000000e+00
2.64868307038931e+06	4.28312008017831e-03,0.00000000000000e+00	3.49813979336021e-05,0.00000000000000e+00	3.00061036211540e-06,0.00000000000000e+00	3.00061036211647e-06,0.00000000000000e+00	4.28312008017804e-03,0.00000000000000e+00
2.65478891545946e+06	4.29986105838526e-03,0.00000000000000e+00	3.53467871253166e-05,0.00000000000000e+00	3.04554146067287e-06,0.00000000000000e+00	3.04554146067220e-06,0.00000000000000e+00	4.29986105838559e-03,0.00000000000000e+00
2.66090883595616e+06	4.31670830015083e-03,0.00000000000000e+00	3.57167694295351e-05,0.00000000000000e+00	3.09120535479469e-06,0.00000000000000e+00	3.09120535479367e-06,0.00000000000000e+00	4.31670830015039e-03,0.00000000000000e+00
2.66704286432663e+06	4.33366282911131e-03,0.00000000000000e+00	3.60914151408956e-05,0.00000000000000e+00	3.13761526407257e-06,0.00000000000000e+00	3.13761526407269e-06,0.00000000000000e+00	4.33366282911110e-03,0.00000000000000e+00
2.67319103309287e+06	4.35072568181159e-03,0.00000000000000e+00	3.64707958471291e-05,0.00000000000000e+00	3.18478467491260e-06,0.00000000000000e+00	3.18478467491230e-06,0.00000000000000e+00	4.35072568181169e-03,0.00000000000000e+00
2.67935337485185e+06	4.36789790789859e-03,0.00000000000000e+00	3.68549844570147e-05,0.00000000000000e+00	3.23272734658771e-06,0.00000000000000e+00	3.23272734658665e-06,0.00000000000000e+00	4.36789790789885e-03,0.00000000000000e+00
2.68552992227571e+06	4.38518057031918e-03,0.00000000000000e+00	3.72440552290412e-05,0.00000000000000e+00	3.28145731746592e-06,0.00000000000000e+00	3.28145731746623e-06,0.00000000000000e+00	4.38518057031891e-03,0.00000000000000e+00
2.69172070811188e+06	4.40257474552205e-03,0.00000000000000e+00	3.76380838007464e-05,0.00000000000000e+00	3.33098891137329e-06,0.00000000000000e+00	3.33098891137277e-06,0.00000000000000e+00	4.40257474552203e-03,0.00000000000000e+00
2.69792576518329e+06	4.42008152366351e-03,0.00000000000000e+00	3.80371472188082e-05,0.00000000000000e+00	3.38133674413752e-06,0.00000000000000e+00	3.38133674413830e-06,0.00000000000000e+00	4.42008152366382e-03,0.00000000000000e+00
2.70414512638854e+06	4.43770200881845e-03,0.00000000000000e+00	3.84413239698921e-05,0.00000000000000e+00	3.43251573029424e-06,0.00000000000000e+00	3.43251573029308e-06,0.00000000000000e+00	4.43770200881797e-03,0.00000000000000e+00
2.71037882470205e+06	4.45543731918829e-03,0.00000000000000e+00	3.88506940122750e-05,0.00000000000000e+00	3.48454108995264e-06,0.00000000000000e+00	3.48454108995176e-06,0.00000000000000e+00	4.45543731918800e-03,0.00000000000000e+00
2.71662689317429e+06	4.47328858731815e-03,0.00000000000000e+00	3.92653388082283e-05,0.00000000000000e+00	3.53742835587440e-06,0.00000000000000e+00	3.53742835587499e-06,0.00000000000000e+00	4.47328858731818e-03,0.00000000000000e+00
2.72288936493188e+06	4.49125696032287e-03,0.00000000000000e+00	3.96853413573666e-05,0.00000000000000e+00	3.59119338070793e-06,0.00000000000000e+00	3.59119338070828e-06,0.00000000000000e+00	4.49125696032318e-03,0.00000000000000e+00
2.72916627317783e+06	4.50934360010076e-03,0.00000000000000e+00	4.01107862305623e-05,0.00000000000000e+00	3.64585234440436e-06,0.00000000000000e+00	3.64585234440471e-06,0.00000000000000e+00	4.50934360010047e-03,0.00000000000000e+00
2.73545765119168e+06	4.52754968356599e-03,0.00000000000000e+00	4.05417596050512e-05,0.00000000000000e+00	3.70142176186542e-06,0.00000000000000e+00	3.70142176186448e-06,0.00000000000000e+00	4.52754968356617e-03,0.00000000000000e+00
2.74176353232969e+06	4.54587640288259e-03,0.00000000000000e+00	4.09783493002135e-05,0.00000000000000e+00	3.75791849074499e-06,0.00000000000000e+00	3.75791849074486e-06,0.00000000000000e+00	4.54587640288277e-03,0.00000000000000e+00
2.74808395002501e+06	4.56432496569314e-03,0.00000000000000e+00	4.14206448143000e-05,0.00000000000000e+00	3.81535973950458e-06,0.00000000000000e+00	3.81535973950390e-06,0.00000000000000e+00	4.56432496569309e-03,0.00000000000000e+00
2.75441893778787e+06	4.58289659536529e-03,0.00000000000000e+00	4.18687373622662e-05,0.00000000000000e+00	3.87376307563778e-06,0.00000000000000e+00	3.87376307563713e-06,0.00000000000000e+00	4.58289659536526e-03,0.00000000000000e+00
2.76076852920575e+06	4.60159253122777e-03,0.00000000000000e+00	4.23227199143193e-05,0.00000000000000e+00	3.93314643412965e-06,0.00000000000000e+00	3.93314643413064e-06,0.00000000000000e+00	4.60159253122797e-03,0.00000000000000e+00
2.76713275794354e+06	4.62041402882915e-03,0.00000000000000e+00	4.27826872357331e-05,0.00000000000000e+00	3.99352812617283e-06,0.00000000000000e+00	3.99352812617218e-06,0.00000000000000e+00	4.62041402882851e-03,0.00000000000000e+00
2.77351165774376e+06	4.63936236017550e-03,0.00000000000000e+00	4.32487359274563e-05,0.00000000000000e+00	4.05492684804600e-06,0.00000000000000e+00	4.05492684804445e-06,0.00000000000000e+00	4.63936236017579e-03,0.00000000000000e+00
2.77990526242669e+06	4.65843881400040e-03,0.00000000000000e+00	4.37209644679939e-05,0.00000000000000e+00	4.11736169029532e-06,0.00000000000000e+00	4.11736169029541e-06,0.00000000000000e+00	4.65843881400089e-03,0.00000000000000e+00
2.78631360589058e+06	4.67764469601735e-03,0.00000000000000e+00	4.41994732561896e-05,0.00000000000000e+00	4.18085214713440e-06,0.00000000000000e+00	4.18085214713433e-06,0.00000000000000e+00	4.67764469601738e-03,0.00000000000000e+00
