Freq.	mag(I(RCoil1))	mag(I(RCoil2))	mag(I(RLoad))	mag(I(RSource))
3.44373714997197e+06	1.75857948767681e-02,0.00000000000000e+00	8.36467868805459e-05,0.00000000000000e+00	8.36467868805459e-05,0.00000000000000e+00	1.75857948767670e-02,0.00000000000000e+00
3.45167578398036e+06	1.75766196060643e-02,0.00000000000000e+00	8.37521505801049e-05,0.00000000000000e+00	8.37521505801049e-05,0.00000000000000e+00	1.75766196060657e-02,0.00000000000000e+00
3.45963271843016e+06	1.75674164347018e-02,0.00000000000000e+00	8.38573349102032e-05,0.00000000000000e+00	8.38573349102032e-05,0.00000000000000e+00	1.75674164347022e-02,0.00000000000000e+00
3.46760799550823e+06	1.75581853294279e-02,0.00000000000000e+00	8.39623380768681e-05,0.00000000000000e+00	8.39623380768681e-05,0.00000000000000e+00	1.75581853294294e-02,0.00000000000000e+00
3.47560165749871e+06	1.75489262573502e-02,0.00000000000000e+00	8.40671582833712e-05,0.00000000000000e+00	8.40671582833713e-05,0.00000000000000e+00	1.75489262573511e-02,0.00000000000000e+00
3.48361374678318e+06	1.75396391859066e-02,0.00000000000000e+00	8.41717937302010e-05,0.00000000000000e+00	8.41717937302010e-05,0.00000000000000e+00	1.75396391859080e-02,0.00000000000000e+00
3.49164430584096e+06	1.75303240828970e-02,0.00000000000000e+00	8.42762426151989e-05,0.00000000000000e+00	8.42762426151989e-05,0.00000000000000e+00	1.75303240828972e-02,0.00000000000000e+00
3.49969337724927e+06	1.75209809164560e-02,0.00000000000000e+00	8.43805031335255e-05,0.00000000000000e+00	8.43805031335255e-05,0.00000000000000e+00	1.75209809164564e-02,0.00000000000000e+00
3.50776100368348e+06	1.75116096550834e-02,0.00000000000000e+00	8.44845734777984e-05,0.00000000000000e+00	8.44845734777984e-05,0.00000000000000e+00	1.75116096550841e-02,0.00000000000000e+00
3.51584722791734e+06	1.75022102676243e-02,0.00000000000000e+00	8.45884518380646e-05,0.00000000000000e+00	8.45884518380646e-05,0.00000000000000e+00	1.75022102676246e-02,0.00000000000000e+00
3.52395209282321e+06	1.74927827232893e-02,0.00000000000000e+00	8.46921364019479e-05,0.00000000000000e+00	8.46921364019479e-05,0.00000000000000e+00	1.74927827232894e-02,0.00000000000000e+00
3.53207564137228e+06	1.74833269916436e-02,0.00000000000000e+00	8.47956253546214e-05,0.00000000000000e+00	8.47956253546214e-05,0.00000000000000e+00	1.74833269916432e-02,0.00000000000000e+00
3.54021791663480e+06	1.74738430426171e-02,0.00000000000000e+00	8.48989168789209e-05,0.00000000000000e+00	8.48989168789210e-05,0.00000000000000e+00	1.74738430426172e-02,0.00000000000000e+00
3.54837896178028e+06	1.74643308465133e-02,0.00000000000000e+00	8.50020091554031e-05,0.00000000000000e+00	8.50020091554031e-05,0.00000000000000e+00	1.74643308465128e-02,0.00000000000000e+00
3.55655882007780e+06	1.74547903739949e-02,0.00000000000000e+00	8.51049003623538e-05,0.00000000000000e+00	8.51049003623539e-05,0.00000000000000e+00	1.74547903739932e-02,0.00000000000000e+00
3.56475753489613e+06	1.74452215960910e-02,0.00000000000000e+00	8.52075886758676e-05,0.00000000000000e+00	8.52075886758676e-05,0.00000000000000e+00	1.74452215960911e-02,0.00000000000000e+00
3.57297514970405e+06	1.74356244842265e-02,0.00000000000000e+00	8.53100722699864e-05,0.00000000000000e+00	8.53100722699864e-05,0.00000000000000e+00	1.74356244842271e-02,0.00000000000000e+00
3.58121170807054e+06	1.74259990101782e-02,0.00000000000000e+00	8.54123493165858e-05,0.00000000000000e+00	8.54123493165858e-05,0.00000000000000e+00	1.74259990101773e-02,0.00000000000000e+00
3.58946725366500e+06	1.74163451461188e-02,0.00000000000000e+00	8.55144179856375e-05,0.00000000000000e+00	8.55144179856375e-05,0.00000000000000e+00	1.74163451461172e-02,0.00000000000000e+00
3.59774183025753e+06	1.74066628645933e-02,0.00000000000000e+00	8.56162764451181e-05,0.00000000000000e+00	8.56162764451181e-05,0.00000000000000e+00	1.74066628645931e-02,0.00000000000000e+00
3.60603548171909e+06	1.73969521385423e-02,0.00000000000000e+00	8.57179228611568e-05,0.00000000000000e+00	8.57179228611568e-05,0.00000000000000e+00	1.73969521385433e-02,0.00000000000000e+00
3.61434825202180e+06	1.73872129412806e-02,0.00000000000000e+00	8.58193553980011e-05,0.00000000000000e+00	8.58193553980011e-05,0.00000000000000e+00	1.73872129412802e-02,0.00000000000000e+00
3.62268018523915e+06	1.73774452465223e-02,0.00000000000000e+00	8.59205722182197e-05,0.00000000000000e+00	8.59205722182197e-05,0.00000000000000e+00	1.73774452465224e-02,0.00000000000000e+00
3.63103132554622e+06	1.73676490283773e-02,0.00000000000000e+00	8.60215714826608e-05,0.00000000000000e+00	8.60215714826608e-05,0.00000000000000e+00	1.73676490283760e-02,0.00000000000000e+00
3.63940171721992e+06	1.73578242613350e-02,0.00000000000000e+00	8.61223513504992e-05,0.00000000000000e+00	8.61223513504992e-05,0.00000000000000e+00	1.73578242613341e-02,0.00000000000000e+00
3.64779140463922e+06	1.73479709202951e-02,0.00000000000000e+00	8.62229099793748e-05,0.00000000000000e+00	8.62229099793748e-05,0.00000000000000e+00	1.73479709202948e-02,0.00000000000000e+00
3.65620043228543e+06	1.73380889805619e-02,0.00000000000000e+00	8.63232455254565e-05,0.00000000000000e+00	8.63232455254565e-05,0.00000000000000e+00	1.73380889805633e-02,0.00000000000000e+00
3.66462884474237e+06	1.73281784178378e-02,0.00000000000000e+00	8.64233561434156e-05,0.00000000000000e+00	8.64233561434156e-05,0.00000000000000e+00	1.73281784178373e-02,0.00000000000000e+00
3.67307668669664e+06	1.73182392082199e-02,0.00000000000000e+00	8.65232399865424e-05,0.00000000000000e+00	8.65232399865424e-05,0.00000000000000e+00	1.73182392082193e-02,0.00000000000000e+00
3.68154400293786e+06	1.73082713282352e-02,0.00000000000000e+00	8.66228952068885e-05,0.00000000000000e+00	8.66228952068885e-05,0.00000000000000e+00	1.73082713282348e-02,0.00000000000000e+00
3.69003083835889e+06	1.72982747548028e-02,0.00000000000000e+00	8.67223199551787e-05,0.00000000000000e+00	8.67223199551787e-05,0.00000000000000e+00	1.72982747548048e-02,0.00000000000000e+00
3.69853723795610e+06	1.72882494652754e-02,0.00000000000000e+00	8.68215123810227e-05,0.00000000000000e+00	8.68215123810227e-05,0.00000000000000e+00	1.72882494652767e-02,0.00000000000000e+00
3.70706324682957e+06	1.72781954374003e-02,0.00000000000000e+00	8.69204706328503e-05,0.00000000000000e+00	8.69204706328503e-05,0.00000000000000e+00	1.72781954374016e-02,0.00000000000000e+00
3.71560891018334e+06	1.72681126493602e-02,0.00000000000000e+00	8.70191928580936e-05,0.00000000000000e+00	8.70191928580936e-05,0.00000000000000e+00	1.72681126493594e-02,0.00000000000000e+00
3.72417427332568e+06	1.72580010797500e-02,0.00000000000000e+00	8.71176772031931e-05,0.00000000000000e+00	8.71176772031931e-05,0.00000000000000e+00	1.72580010797494e-02,0.00000000000000e+00
3.73275938166929e+06	1.72478607075970e-02,0.00000000000000e+00	8.72159218136878e-05,0.00000000000000e+00	8.72159218136878e-05,0.00000000000000e+00	1.72478607075973e-02,0.00000000000000e+00
3.74136428073155e+06	1.72376915123492e-02,0.00000000000000e+00	8.73139248342357e-05,0.00000000000000e+00	8.73139248342357e-05,0.00000000000000e+00	1.72376915123486e-02,0.00000000000000e+00
3.74998901613478e+06	1.72274934738819e-02,0.00000000000000e+00	8.74116844087380e-05,0.00000000000000e+00	8.74116844087380e-05,0.00000000000000e+00	1.72274934738821e-02,0.00000000000000e+00
3.75863363360648e+06	1.72172665725110e-02,0.00000000000000e+00	8.75091986803993e-05,0.00000000000000e+00	8.75091986803993e-05,0.00000000000000e+00	1.72172665725108e-02,0.00000000000000e+00
3.76729817897955e+06	1.72070107889846e-02,0.00000000000000e+00	8.76064657917974e-05,0.00000000000000e+00	8.76064657917974e-05,0.00000000000000e+00	1.72070107889846e-02,0.00000000000000e+00
3.77598269819253e+06	1.71967261044780e-02,0.00000000000000e+00	8.77034838848883e-05,0.00000000000000e+00	8.77034838848883e-05,0.00000000000000e+00	1.71967261044800e-02,0.00000000000000e+00
3.78468723728989e+06	1.71864125006257e-02,0.00000000000000e+00	8.78002511012053e-05,0.00000000000000e+00	8.78002511012053e-05,0.00000000000000e+00	1.71864125006282e-02,0.00000000000000e+00
3.79341184242224e+06	1.71760699594832e-02,0.00000000000000e+00	8.78967655817670e-05,0.00000000000000e+00	8.78967655817670e-05,0.00000000000000e+00	1.71760699594859e-02,0.00000000000000e+00
3.80215655984654e+06	1.71656984635681e-02,0.00000000000000e+00	8.79930254673027e-05,0.00000000000000e+00	8.79930254673027e-05,0.00000000000000e+00	1.71656984635677e-02,0.00000000000000e+00
3.81092143592644e+06	1.71552979958272e-02,0.00000000000000e+00	8.80890288982172e-05,0.00000000000000e+00	8.80890288982172e-05,0.00000000000000e+00	1.71552979958283e-02,0.00000000000000e+00
3.81970651713242e+06	1.71448685396773e-02,0.00000000000000e+00	8.81847740147369e-05,0.00000000000000e+00	8.81847740147369e-05,0.00000000000000e+00	1.71448685396794e-02,0.00000000000000e+00
3.82851185004211e+06	1.71344100789784e-02,0.00000000000000e+00	8.82802589569067e-05,0.00000000000000e+00	8.82802589569067e-05,0.00000000000000e+00	1.71344100789773e-02,0.00000000000000e+00
3.83733748134052e+06	1.71239225980368e-02,0.00000000000000e+00	8.83754818647120e-05,0.00000000000000e+00	8.83754818647120e-05,0.00000000000000e+00	1.71239225980356e-02,0.00000000000000e+00
3.84618345782026e+06	1.71134060816327e-02,0.00000000000000e+00	8.84704408781770e-05,0.00000000000000e+00	8.84704408781770e-05,0.00000000000000e+00	1.71134060816322e-02,0.00000000000000e+00
3.85504982638181e+06	1.71028605149851e-02,0.00000000000000e+00	8.85651341373115e-05,0.00000000000000e+00	8.85651341373115e-05,0.00000000000000e+00	1.71028605149874e-02,0.00000000000000e+00
3.86393663403379e+06	1.70922858838080e-02,0.00000000000000e+00	8.86595597823860e-05,0.00000000000000e+00	8.86595597823861e-05,0.00000000000000e+00	1.70922858838058e-02,0.00000000000000e+00
3.87284392789316e+06	1.70816821742428e-02,0.00000000000000e+00	8.87537159538207e-05,0.00000000000000e+00	8.87537159538207e-05,0.00000000000000e+00	1.70816821742423e-02,0.00000000000000e+00
3.88177175518550e+06	1.70710493729219e-02,0.00000000000000e+00	8.88476007923518e-05,0.00000000000000e+00	8.88476007923519e-05,0.00000000000000e+00	1.70710493729230e-02,0.00000000000000e+00
3.89072016324527e+06	1.70603874669401e-02,0.00000000000000e+00	8.89412124390723e-05,0.00000000000000e+00	8.89412124390723e-05,0.00000000000000e+00	1.70603874669410e-02,0.00000000000000e+00
3.89968919951603e+06	1.70496964438674e-02,0.00000000000000e+00	8.90345490355583e-05,0.00000000000000e+00	8.90345490355583e-05,0.00000000000000e+00	1.70496964438684e-02,0.00000000000000e+00
3.90867891155073e+06	1.70389762917450e-02,0.00000000000000e+00	8.91276087238753e-05,0.00000000000000e+00	8.91276087238753e-05,0.00000000000000e+00	1.70389762917457e-02,0.00000000000000e+00
3.91768934701192e+06	1.70282269990925e-02,0.00000000000000e+00	8.92203896466973e-05,0.00000000000000e+00	8.92203896466973e-05,0.00000000000000e+00	1.70282269990926e-02,0.00000000000000e+00
3.92672055367203e+06	1.70174485549041e-02,0.00000000000000e+00	8.93128899473557e-05,0.00000000000000e+00	8.93128899473557e-05,0.00000000000000e+00	1.70174485549052e-02,0.00000000000000e+00
3.93577257941363e+06	1.70066409486673e-02,0.00000000000000e+00	8.94051077699601e-05,0.00000000000000e+00	8.94051077699601e-05,0.00000000000000e+00	1.70066409486667e-02,0.00000000000000e+00
3.94484547222965e+06	1.69958041703359e-02,0.00000000000000e+00	8.94970412594128e-05,0.00000000000000e+00	8.94970412594128e-05,0.00000000000000e+00	1.69958041703383e-02,0.00000000000000e+00
3.95393928022366e+06	1.69849382103760e-02,0.00000000000000e+00	8.95886885615567e-05,0.00000000000000e+00	8.95886885615567e-05,0.00000000000000e+00	1.69849382103746e-02,0.00000000000000e+00
3.96305405161013e+06	1.69740430597096e-02,0.00000000000000e+00	8.96800478231725e-05,0.00000000000000e+00	8.96800478231725e-05,0.00000000000000e+00	1.69740430597111e-02,0.00000000000000e+00
3.97218983471468e+06	1.69631187097762e-02,0.00000000000000e+00	8.97711171921184e-05,0.00000000000000e+00	8.97711171921184e-05,0.00000000000000e+00	1.69631187097783e-02,0.00000000000000e+00
3.98134667797431e+06	1.69521651525060e-02,0.00000000000000e+00	8.98618948174170e-05,0.00000000000000e+00	8.98618948174170e-05,0.00000000000000e+00	1.69521651525055e-02,0.00000000000000e+00
3.99052462993770e+06	1.69411823803037e-02,0.00000000000000e+00	8.99523788492351e-05,0.00000000000000e+00	8.99523788492351e-05,0.00000000000000e+00	1.69411823803046e-02,0.00000000000000e+00
3.99972373926542e+06	1.69301703860968e-02,0.00000000000000e+00	9.00425674390964e-05,0.00000000000000e+00	9.00425674390964e-05,0.00000000000000e+00	1.69301703860977e-02,0.00000000000000e+00
4.00894405473026e+06	1.69191291633000e-02,0.00000000000000e+00	9.01324587398707e-05,0.00000000000000e+00	9.01324587398707e-05,0.00000000000000e+00	1.69191291633029e-02,0.00000000000000e+00
4.01818562521739e+06	1.69080587058387e-02,0.00000000000000e+00	9.02220509058706e-05,0.00000000000000e+00	9.02220509058706e-05,0.00000000000000e+00	1.69080587058391e-02,0.00000000000000e+00
4.02744849972471e+06	1.68969590081346e-02,0.00000000000000e+00	9.03113420929587e-05,0.00000000000000e+00	9.03113420929586e-05,0.00000000000000e+00	1.68969590081341e-02,0.00000000000000e+00
4.03673272736306e+06	1.68858300651152e-02,0.00000000000000e+00	9.04003304585715e-05,0.00000000000000e+00	9.04003304585715e-05,0.00000000000000e+00	1.68858300651161e-02,0.00000000000000e+00
4.04603835735648e+06	1.68746718722323e-02,0.00000000000000e+00	9.04890141618827e-05,0.00000000000000e+00	9.04890141618827e-05,0.00000000000000e+00	1.68746718722316e-02,0.00000000000000e+00
4.05536543904250e+06	1.68634844254274e-02,0.00000000000000e+00	9.05773913637817e-05,0.00000000000000e+00	9.05773913637817e-05,0.00000000000000e+00	1.68634844254287e-02,0.00000000000000e+00
4.06471402187238e+06	1.68522677211750e-02,0.00000000000000e+00	9.06654602270462e-05,0.00000000000000e+00	9.06654602270462e-05,0.00000000000000e+00	1.68522677211762e-02,0.00000000000000e+00
4.07408415541137e+06	1.68410217564564e-02,0.00000000000000e+00	9.07532189163681e-05,0.00000000000000e+00	9.07532189163681e-05,0.00000000000000e+00	1.68410217564559e-02,0.00000000000000e+00
4.08347588933899e+06	1.68297465287735e-02,0.00000000000000e+00	9.08406655984898e-05,0.00000000000000e+00	9.08406655984898e-05,0.00000000000000e+00	1.68297465287745e-02,0.00000000000000e+00
4.09288927344928e+06	1.68184420361439e-02,0.00000000000000e+00	9.09277984421639e-05,0.00000000000000e+00	9.09277984421639e-05,0.00000000000000e+00	1.68184420361439e-02,0.00000000000000e+00
4.10232435765106e+06	1.68071082771116e-02,0.00000000000000e+00	9.10146156183847e-05,0.00000000000000e+00	9.10146156183847e-05,0.00000000000000e+00	1.68071082771105e-02,0.00000000000000e+00
4.11178119196822e+06	1.67957452507445e-02,0.00000000000000e+00	9.11011153003952e-05,0.00000000000000e+00	9.11011153003952e-05,0.00000000000000e+00	1.67957452507439e-02,0.00000000000000e+00
4.12125982653993e+06	1.67843529566327e-02,0.00000000000000e+00	9.11872956637397e-05,0.00000000000000e+00	9.11872956637397e-05,0.00000000000000e+00	1.67843529566333e-02,0.00000000000000e+00
4.13076031162099e+06	1.67729313949063e-02,0.00000000000000e+00	9.12731548864422e-05,0.00000000000000e+00	9.12731548864422e-05,0.00000000000000e+00	1.67729313949073e-02,0.00000000000000e+00
4.14028269758201e+06	1.67614805662103e-02,0.00000000000000e+00	9.13586911489542e-05,0.00000000000000e+00	9.13586911489542e-05,0.00000000000000e+00	1.67614805662113e-02,0.00000000000000e+00
4.14982703490975e+06	1.67500004717366e-02,0.00000000000000e+00	9.14439026343815e-05,0.00000000000000e+00	9.14439026343815e-05,0.00000000000000e+00	1.67500004717360e-02,0.00000000000000e+00
4.15939337420732e+06	1.67384911132030e-02,0.00000000000000e+00	9.15287875284712e-05,0.00000000000000e+00	9.15287875284712e-05,0.00000000000000e+00	1.67384911132018e-02,0.00000000000000e+00
4.16898176619451e+06	1.67269524928639e-02,0.00000000000000e+00	9.16133440197035e-05,0.00000000000000e+00	9.16133440197035e-05,0.00000000000000e+00	1.67269524928624e-02,0.00000000000000e+00
4.17859226170801e+06	1.67153846135137e-02,0.00000000000000e+00	9.16975702994148e-05,0.00000000000000e+00	9.16975702994148e-05,0.00000000000000e+00	1.67153846135141e-02,0.00000000000000e+00
4.18822491170171e+06	1.67037874784971e-02,0.00000000000000e+00	9.17814645618808e-05,0.00000000000000e+00	9.17814645618808e-05,0.00000000000000e+00	1.67037874784974e-02,0.00000000000000e+00
4.19787976724698e+06	1.66921610916851e-02,0.00000000000000e+00	9.18650250043217e-05,0.00000000000000e+00	9.18650250043217e-05,0.00000000000000e+00	1.66921610916853e-02,0.00000000000000e+00
4.20755687953288e+06	1.66805054575051e-02,0.00000000000000e+00	9.19482498270942e-05,0.00000000000000e+00	9.19482498270942e-05,0.00000000000000e+00	1.66805054575041e-02,0.00000000000000e+00
4.21725629986651e+06	1.66688205809232e-02,0.00000000000000e+00	9.20311372337166e-05,0.00000000000000e+00	9.20311372337166e-05,0.00000000000000e+00	1.66688205809253e-02,0.00000000000000e+00
4.22697807967322e+06	1.66571064674642e-02,0.00000000000000e+00	9.21136854309332e-05,0.00000000000000e+00	9.21136854309332e-05,0.00000000000000e+00	1.66571064674632e-02,0.00000000000000e+00
4.23672227049693e+06	1.66453631231902e-02,0.00000000000000e+00	9.21958926288679e-05,0.00000000000000e+00	9.21958926288679e-05,0.00000000000000e+00	1.66453631231902e-02,0.00000000000000e+00
4.24648892400036e+06	1.66335905547234e-02,0.00000000000000e+00	9.22777570410290e-05,0.00000000000000e+00	9.22777570410290e-05,0.00000000000000e+00	1.66335905547233e-02,0.00000000000000e+00
4.25627809196535e+06	1.66217887692361e-02,0.00000000000000e+00	9.23592768844544e-05,0.00000000000000e+00	9.23592768844544e-05,0.00000000000000e+00	1.66217887692373e-02,0.00000000000000e+00
4.26608982629308e+06	1.66099577744624e-02,0.00000000000000e+00	9.24404503797758e-05,0.00000000000000e+00	9.24404503797758e-05,0.00000000000000e+00	1.66099577744631e-02,0.00000000000000e+00
4.27592417900439e+06	1.65980975786963e-02,0.00000000000000e+00	9.25212757513350e-05,0.00000000000000e+00	9.25212757513350e-05,0.00000000000000e+00	1.65980975786946e-02,0.00000000000000e+00
4.28578120224004e+06	1.65862081907664e-02,0.00000000000000e+00	9.26017512271253e-05,0.00000000000000e+00	9.26017512271253e-05,0.00000000000000e+00	1.65862081907650e-02,0.00000000000000e+00
4.29566094826099e+06	1.65742896200911e-02,0.00000000000000e+00	9.26818750391019e-05,0.00000000000000e+00	9.26818750391019e-05,0.00000000000000e+00	1.65742896200889e-02,0.00000000000000e+00
4.30556346944867e+06	1.65623418766419e-02,0.00000000000000e+00	9.27616454231346e-05,0.00000000000000e+00	9.27616454231346e-05,0.00000000000000e+00	1.65623418766400e-02,0.00000000000000e+00
4.31548881830526e+06	1.65503649709515e-02,0.00000000000000e+00	9.28410606190827e-05,0.00000000000000e+00	9.28410606190827e-05,0.00000000000000e+00	1.65503649709514e-02,0.00000000000000e+00
4.32543704745396e+06	1.65383589141215e-02,0.00000000000000e+00	9.29201188709113e-05,0.00000000000000e+00	9.29201188709113e-05,0.00000000000000e+00	1.65383589141223e-02,0.00000000000000e+00
4.33540820963931e+06	1.65263237178243e-02,0.00000000000000e+00	9.29988184268082e-05,0.00000000000000e+00	9.29988184268082e-05,0.00000000000000e+00	1.65263237178254e-02,0.00000000000000e+00
4.34540235772741e+06	1.65142593942936e-02,0.00000000000000e+00	9.30771575391759e-05,0.00000000000000e+00	9.30771575391759e-05,0.00000000000000e+00	1.65142593942918e-02,0.00000000000000e+00
4.35541954470624e+06	1.65021659563431e-02,0.00000000000000e+00	9.31551344648853e-05,0.00000000000000e+00	9.31551344648853e-05,0.00000000000000e+00	1.65021659563425e-02,0.00000000000000e+00
4.36545982368592e+06	1.64900434173517e-02,0.00000000000000e+00	9.32327474651515e-05,0.00000000000000e+00	9.32327474651515e-05,0.00000000000000e+00	1.64900434173527e-02,0.00000000000000e+00
4.37552324789903e+06	1.64778917912820e-02,0.00000000000000e+00	9.33099948057773e-05,0.00000000000000e+00	9.33099948057773e-05,0.00000000000000e+00	1.64778917912812e-02,0.00000000000000e+00
4.38560987070082e+06	1.64657110926571e-02,0.00000000000000e+00	9.33868747571659e-05,0.00000000000000e+00	9.33868747571659e-05,0.00000000000000e+00	1.64657110926591e-02,0.00000000000000e+00
4.39571974556957e+06	1.64535013365934e-02,0.00000000000000e+00	9.34633855944174e-05,0.00000000000000e+00	9.34633855944174e-05,0.00000000000000e+00	1.64535013365928e-02,0.00000000000000e+00
4.40585292610683e+06	1.64412625387820e-02,0.00000000000000e+00	9.35395255975006e-05,0.00000000000000e+00	9.35395255975007e-05,0.00000000000000e+00	1.64412625387811e-02,0.00000000000000e+00
4.41600946603772e+06	1.64289947154875e-02,0.00000000000000e+00	9.36152930511790e-05,0.00000000000000e+00	9.36152930511790e-05,0.00000000000000e+00	1.64289947154880e-02,0.00000000000000e+00
4.42618941921119e+06	1.64166978835606e-02,0.00000000000000e+00	9.36906862451818e-05,0.00000000000000e+00	9.36906862451818e-05,0.00000000000000e+00	1.64166978835593e-02,0.00000000000000e+00
4.43639283960036e+06	1.64043720604370e-02,0.00000000000000e+00	9.37657034743560e-05,0.00000000000000e+00	9.37657034743560e-05,0.00000000000000e+00	1.64043720604355e-02,0.00000000000000e+00
4.44661978130272e+06	1.63920172641342e-02,0.00000000000000e+00	9.38403430386336e-05,0.00000000000000e+00	9.38403430386336e-05,0.00000000000000e+00	1.63920172641323e-02,0.00000000000000e+00
4.45687029854053e+06	1.63796335132572e-02,0.00000000000000e+00	9.39146032432157e-05,0.00000000000000e+00	9.39146032432157e-05,0.00000000000000e+00	1.63796335132592e-02,0.00000000000000e+00
4.46714444566098e+06	1.63672208270036e-02,0.00000000000000e+00	9.39884823985717e-05,0.00000000000000e+00	9.39884823985717e-05,0.00000000000000e+00	1.63672208270052e-02,0.00000000000000e+00
4.47744227713659e+06	1.63547792251462e-02,0.00000000000000e+00	9.40619788205688e-05,0.00000000000000e+00	9.40619788205688e-05,0.00000000000000e+00	1.63547792251485e-02,0.00000000000000e+00
4.48776384756545e+06	1.63423087280686e-02,0.00000000000000e+00	9.41350908306144e-05,0.00000000000000e+00	9.41350908306144e-05,0.00000000000000e+00	1.63423087280666e-02,0.00000000000000e+00
4.49810921167148e+06	1.63298093567202e-02,0.00000000000000e+00	9.42078167556426e-05,0.00000000000000e+00	9.42078167556426e-05,0.00000000000000e+00	1.63298093567206e-02,0.00000000000000e+00
4.50847842430477e+06	1.63172811326638e-02,0.00000000000000e+00	9.42801549282340e-05,0.00000000000000e+00	9.42801549282340e-05,0.00000000000000e+00	1.63172811326627e-02,0.00000000000000e+00
4.51887154044187e+06	1.63047240780382e-02,0.00000000000000e+00	9.43521036867233e-05,0.00000000000000e+00	9.43521036867233e-05,0.00000000000000e+00	1.63047240780403e-02,0.00000000000000e+00
4.52928861518603e+06	1.62921382156050e-02,0.00000000000000e+00	9.44236613753209e-05,0.00000000000000e+00	9.44236613753209e-05,0.00000000000000e+00	1.62921382156040e-02,0.00000000000000e+00
4.53972970376756e+06	1.62795235686902e-02,0.00000000000000e+00	9.44948263440970e-05,0.00000000000000e+00	9.44948263440970e-05,0.00000000000000e+00	1.62795235686907e-02,0.00000000000000e+00
4.55019486154405e+06	1.62668801612390e-02,0.00000000000000e+00	9.45655969491468e-05,0.00000000000000e+00	9.45655969491468e-05,0.00000000000000e+00	1.62668801612386e-02,0.00000000000000e+00
4.56068414400075e+06	1.62542080177821e-02,0.00000000000000e+00	9.46359715526542e-05,0.00000000000000e+00	9.46359715526542e-05,0.00000000000000e+00	1.62542080177844e-02,0.00000000000000e+00
4.57119760675077e+06	1.62415071634602e-02,0.00000000000000e+00	9.47059485229549e-05,0.00000000000000e+00	9.47059485229549e-05,0.00000000000000e+00	1.62415071634603e-02,0.00000000000000e+00
4.58173530553546e+06	1.62287776240117e-02,0.00000000000000e+00	9.47755262347141e-05,0.00000000000000e+00	9.47755262347141e-05,0.00000000000000e+00	1.62287776240110e-02,0.00000000000000e+00
4.59229729622464e+06	1.62160194257690e-02,0.00000000000000e+00	9.48447030688519e-05,0.00000000000000e+00	9.48447030688519e-05,0.00000000000000e+00	1.62160194257674e-02,0.00000000000000e+00
4.60288363481693e+06	1.62032325956741e-02,0.00000000000000e+00	9.49134774127780e-05,0.00000000000000e+00	9.49134774127780e-05,0.00000000000000e+00	1.62032325956725e-02,0.00000000000000e+00
4.61349437744005e+06	1.61904171612794e-02,0.00000000000000e+00	9.49818476604439e-05,0.00000000000000e+00	9.49818476604439e-05,0.00000000000000e+00	1.61904171612773e-02,0.00000000000000e+00
4.62412958035110e+06	1.61775731507260e-02,0.00000000000000e+00	9.50498122123472e-05,0.00000000000000e+00	9.50498122123472e-05,0.00000000000000e+00	1.61775731507273e-02,0.00000000000000e+00
4.63478929993687e+06	1.61647005927775e-02,0.00000000000000e+00	9.51173694756857e-05,0.00000000000000e+00	9.51173694756857e-05,0.00000000000000e+00	1.61647005927758e-02,0.00000000000000e+00
4.64547359271412e+06	1.61517995167913e-02,0.00000000000000e+00	9.51845178644795e-05,0.00000000000000e+00	9.51845178644795e-05,0.00000000000000e+00	1.61517995167903e-02,0.00000000000000e+00
4.65618251532992e+06	1.61388699527348e-02,0.00000000000000e+00	9.52512557995378e-05,0.00000000000000e+00	9.52512557995378e-05,0.00000000000000e+00	1.61388699527338e-02,0.00000000000000e+00
4.66691612456191e+06	1.61259119311938e-02,0.00000000000000e+00	9.53175817087094e-05,0.00000000000000e+00	9.53175817087094e-05,0.00000000000000e+00	1.61259119311937e-02,0.00000000000000e+00
4.67767447731862e+06	1.61129254833436e-02,0.00000000000000e+00	9.53834940267435e-05,0.00000000000000e+00	9.53834940267435e-05,0.00000000000000e+00	1.61129254833439e-02,0.00000000000000e+00
4.68845763063975e+06	1.60999106409963e-02,0.00000000000000e+00	9.54489911956697e-05,0.00000000000000e+00	9.54489911956697e-05,0.00000000000000e+00	1.60999106409967e-02,0.00000000000000e+00
4.69926564169652e+06	1.60868674365502e-02,0.00000000000000e+00	9.55140716645873e-05,0.00000000000000e+00	9.55140716645873e-05,0.00000000000000e+00	1.60868674365526e-02,0.00000000000000e+00
4.71009856779193e+06	1.60737959030303e-02,0.00000000000000e+00	9.55787338899150e-05,0.00000000000000e+00	9.55787338899150e-05,0.00000000000000e+00	1.60737959030296e-02,0.00000000000000e+00
4.72095646636106e+06	1.60606960740609e-02,0.00000000000000e+00	9.56429763354760e-05,0.00000000000000e+00	9.56429763354760e-05,0.00000000000000e+00	1.60606960740635e-02,0.00000000000000e+00
4.73183939497142e+06	1.60475679838957e-02,0.00000000000000e+00	9.57067974725106e-05,0.00000000000000e+00	9.57067974725106e-05,0.00000000000000e+00	1.60475679838970e-02,0.00000000000000e+00
4.74274741132322e+06	1.60344116673916e-02,0.00000000000000e+00	9.57701957798316e-05,0.00000000000000e+00	9.57701957798316e-05,0.00000000000000e+00	1.60344116673922e-02,0.00000000000000e+00
