Freq.	mag(I(RCoil1))	mag(I(RCoil2))	mag(I(RLoad))	mag(I(RSource))
4.75368057324966e+06	1.60212271600113e-02,0.00000000000000e+00	9.58331697437996e-05,0.00000000000000e+00	9.58331697437996e-05,0.00000000000000e+00	1.60212271600127e-02,0.00000000000000e+00
4.76463893871728e+06	1.60080144978575e-02,0.00000000000000e+00	9.58957178586008e-05,0.00000000000000e+00	9.58957178586008e-05,0.00000000000000e+00	1.60080144978573e-02,0.00000000000000e+00
4.77562256582626e+06	1.59947737176184e-02,0.00000000000000e+00	9.59578386260868e-05,0.00000000000000e+00	9.59578386260868e-05,0.00000000000000e+00	1.59947737176192e-02,0.00000000000000e+00
4.78663151281068e+06	1.59815048566176e-02,0.00000000000000e+00	9.60195305560405e-05,0.00000000000000e+00	9.60195305560405e-05,0.00000000000000e+00	1.59815048566176e-02,0.00000000000000e+00
4.79766583803888e+06	1.59682079527984e-02,0.00000000000000e+00	9.60807921662599e-05,0.00000000000000e+00	9.60807921662599e-05,0.00000000000000e+00	1.59682079527981e-02,0.00000000000000e+00
4.80872560001377e+06	1.59548830446975e-02,0.00000000000000e+00	9.61416219824434e-05,0.00000000000000e+00	9.61416219824434e-05,0.00000000000000e+00	1.59548830447001e-02,0.00000000000000e+00
4.81981085737309e+06	1.59415301714930e-02,0.00000000000000e+00	9.62020185384940e-05,0.00000000000000e+00	9.62020185384940e-05,0.00000000000000e+00	1.59415301714945e-02,0.00000000000000e+00
4.83092166888978e+06	1.59281493729711e-02,0.00000000000000e+00	9.62619803765150e-05,0.00000000000000e+00	9.62619803765150e-05,0.00000000000000e+00	1.59281493729695e-02,0.00000000000000e+00
4.84205809347226e+06	1.59147406895350e-02,0.00000000000000e+00	9.63215060469176e-05,0.00000000000000e+00	9.63215060469176e-05,0.00000000000000e+00	1.59147406895354e-02,0.00000000000000e+00
4.85322019016473e+06	1.59013041622047e-02,0.00000000000000e+00	9.63805941083890e-05,0.00000000000000e+00	9.63805941083890e-05,0.00000000000000e+00	1.59013041622060e-02,0.00000000000000e+00
4.86440801814753e+06	1.58878398326280e-02,0.00000000000000e+00	9.64392431281495e-05,0.00000000000000e+00	9.64392431281495e-05,0.00000000000000e+00	1.58878398326279e-02,0.00000000000000e+00
4.87562163673740e+06	1.58743477430635e-02,0.00000000000000e+00	9.64974516819205e-05,0.00000000000000e+00	9.64974516819205e-05,0.00000000000000e+00	1.58743477430626e-02,0.00000000000000e+00
4.88686110538784e+06	1.58608279363910e-02,0.00000000000000e+00	9.65552183540306e-05,0.00000000000000e+00	9.65552183540306e-05,0.00000000000000e+00	1.58608279363901e-02,0.00000000000000e+00
4.89812648368939e+06	1.58472804561047e-02,0.00000000000000e+00	9.66125417374702e-05,0.00000000000000e+00	9.66125417374702e-05,0.00000000000000e+00	1.58472804561057e-02,0.00000000000000e+00
4.90941783136996e+06	1.58337053463323e-02,0.00000000000000e+00	9.66694204340479e-05,0.00000000000000e+00	9.66694204340479e-05,0.00000000000000e+00	1.58337053463322e-02,0.00000000000000e+00
4.92073520829515e+06	1.58201026518126e-02,0.00000000000000e+00	9.67258530544332e-05,0.00000000000000e+00	9.67258530544332e-05,0.00000000000000e+00	1.58201026518143e-02,0.00000000000000e+00
4.93207867446858e+06	1.58064724179011e-02,0.00000000000000e+00	9.67818382181321e-05,0.00000000000000e+00	9.67818382181321e-05,0.00000000000000e+00	1.58064724179011e-02,0.00000000000000e+00
4.94344829003216e+06	1.57928146905801e-02,0.00000000000000e+00	9.68373745537593e-05,0.00000000000000e+00	9.68373745537593e-05,0.00000000000000e+00	1.57928146905788e-02,0.00000000000000e+00
4.95484411526647e+06	1.57791295164417e-02,0.00000000000000e+00	9.68924606989499e-05,0.00000000000000e+00	9.68924606989499e-05,0.00000000000000e+00	1.57791295164424e-02,0.00000000000000e+00
4.96626621059104e+06	1.57654169427158e-02,0.00000000000000e+00	9.69470953005537e-05,0.00000000000000e+00	9.69470953005537e-05,0.00000000000000e+00	1.57654169427151e-02,0.00000000000000e+00
4.97771463656468e+06	1.57516770172364e-02,0.00000000000000e+00	9.70012770146226e-05,0.00000000000000e+00	9.70012770146226e-05,0.00000000000000e+00	1.57516770172339e-02,0.00000000000000e+00
4.98918945388580e+06	1.57379097884578e-02,0.00000000000000e+00	9.70550045065537e-05,0.00000000000000e+00	9.70550045065537e-05,0.00000000000000e+00	1.57379097884594e-02,0.00000000000000e+00
5.00069072339276e+06	1.57241153054698e-02,0.00000000000000e+00	9.71082764511267e-05,0.00000000000000e+00	9.71082764511267e-05,0.00000000000000e+00	1.57241153054697e-02,0.00000000000000e+00
5.01221850606412e+06	1.57102936179714e-02,0.00000000000000e+00	9.71610915326473e-05,0.00000000000000e+00	9.71610915326473e-05,0.00000000000000e+00	1.57102936179712e-02,0.00000000000000e+00
5.02377286301905e+06	1.56964447762804e-02,0.00000000000000e+00	9.72134484449047e-05,0.00000000000000e+00	9.72134484449047e-05,0.00000000000000e+00	1.56964447762789e-02,0.00000000000000e+00
5.03535385551760e+06	1.56825688313303e-02,0.00000000000000e+00	9.72653458913271e-05,0.00000000000000e+00	9.72653458913271e-05,0.00000000000000e+00	1.56825688313291e-02,0.00000000000000e+00
5.04696154496104e+06	1.56686658346822e-02,0.00000000000000e+00	9.73167825850837e-05,0.00000000000000e+00	9.73167825850837e-05,0.00000000000000e+00	1.56686658346835e-02,0.00000000000000e+00
5.05859599289218e+06	1.56547358385297e-02,0.00000000000000e+00	9.73677572491473e-05,0.00000000000000e+00	9.73677572491473e-05,0.00000000000000e+00	1.56547358385271e-02,0.00000000000000e+00
5.07025726099571e+06	1.56407788956415e-02,0.00000000000000e+00	9.74182686162085e-05,0.00000000000000e+00	9.74182686162085e-05,0.00000000000000e+00	1.56407788956417e-02,0.00000000000000e+00
5.08194541109850e+06	1.56267950594586e-02,0.00000000000000e+00	9.74683154290851e-05,0.00000000000000e+00	9.74683154290851e-05,0.00000000000000e+00	1.56267950594595e-02,0.00000000000000e+00
5.09366050516997e+06	1.56127843840017e-02,0.00000000000000e+00	9.75178964404202e-05,0.00000000000000e+00	9.75178964404202e-05,0.00000000000000e+00	1.56127843840028e-02,0.00000000000000e+00
5.10540260532238e+06	1.55987469239328e-02,0.00000000000000e+00	9.75670104130516e-05,0.00000000000000e+00	9.75670104130516e-05,0.00000000000000e+00	1.55987469239306e-02,0.00000000000000e+00
5.11717177381118e+06	1.55846827345090e-02,0.00000000000000e+00	9.76156561198963e-05,0.00000000000000e+00	9.76156561198963e-05,0.00000000000000e+00	1.55846827345082e-02,0.00000000000000e+00
5.12896807303532e+06	1.55705918716227e-02,0.00000000000000e+00	9.76638323441310e-05,0.00000000000000e+00	9.76638323441311e-05,0.00000000000000e+00	1.55705918716240e-02,0.00000000000000e+00
5.14079156553761e+06	1.55564743917806e-02,0.00000000000000e+00	9.77115378792106e-05,0.00000000000000e+00	9.77115378792106e-05,0.00000000000000e+00	1.55564743917804e-02,0.00000000000000e+00
5.15264231400504e+06	1.55423303520984e-02,0.00000000000000e+00	9.77587715289801e-05,0.00000000000000e+00	9.77587715289801e-05,0.00000000000000e+00	1.55423303520999e-02,0.00000000000000e+00
5.16452038126908e+06	1.55281598103113e-02,0.00000000000000e+00	9.78055321076779e-05,0.00000000000000e+00	9.78055321076779e-05,0.00000000000000e+00	1.55281598103134e-02,0.00000000000000e+00
5.17642583030607e+06	1.55139628247779e-02,0.00000000000000e+00	9.78518184401157e-05,0.00000000000000e+00	9.78518184401157e-05,0.00000000000000e+00	1.55139628247774e-02,0.00000000000000e+00
5.18835872423751e+06	1.54997394544486e-02,0.00000000000000e+00	9.78976293615981e-05,0.00000000000000e+00	9.78976293615981e-05,0.00000000000000e+00	1.54997394544491e-02,0.00000000000000e+00
5.20031912633043e+06	1.54854897589196e-02,0.00000000000000e+00	9.79429637181986e-05,0.00000000000000e+00	9.79429637181986e-05,0.00000000000000e+00	1.54854897589188e-02,0.00000000000000e+00
5.21230709999768e+06	1.54712137983642e-02,0.00000000000000e+00	9.79878203665524e-05,0.00000000000000e+00	9.79878203665524e-05,0.00000000000000e+00	1.54712137983650e-02,0.00000000000000e+00
5.22432270879830e+06	1.54569116335982e-02,0.00000000000000e+00	9.80321981742019e-05,0.00000000000000e+00	9.80321981742019e-05,0.00000000000000e+00	1.54569116335982e-02,0.00000000000000e+00
5.23636601643785e+06	1.54425833260311e-02,0.00000000000000e+00	9.80760960194987e-05,0.00000000000000e+00	9.80760960194988e-05,0.00000000000000e+00	1.54425833260332e-02,0.00000000000000e+00
5.24843708676877e+06	1.54282289376995e-02,0.00000000000000e+00	9.81195127917266e-05,0.00000000000000e+00	9.81195127917266e-05,0.00000000000000e+00	1.54282289376976e-02,0.00000000000000e+00
5.26053598379065e+06	1.54138485312360e-02,0.00000000000000e+00	9.81624473911968e-05,0.00000000000000e+00	9.81624473911968e-05,0.00000000000000e+00	1.54138485312349e-02,0.00000000000000e+00
5.27266277165064e+06	1.53994421698844e-02,0.00000000000000e+00	9.82048987291876e-05,0.00000000000000e+00	9.82048987291876e-05,0.00000000000000e+00	1.53994421698842e-02,0.00000000000000e+00
5.28481751464377e+06	1.53850099175028e-02,0.00000000000000e+00	9.82468657281511e-05,0.00000000000000e+00	9.82468657281511e-05,0.00000000000000e+00	1.53850099175013e-02,0.00000000000000e+00
5.29700027721328e+06	1.53705518385501e-02,0.00000000000000e+00	9.82883473217225e-05,0.00000000000000e+00	9.82883473217225e-05,0.00000000000000e+00	1.53705518385489e-02,0.00000000000000e+00
5.30921112395096e+06	1.53560679981007e-02,0.00000000000000e+00	9.83293424548129e-05,0.00000000000000e+00	9.83293424548129e-05,0.00000000000000e+00	1.53560679981000e-02,0.00000000000000e+00
5.32145011959750e+06	1.53415584618235e-02,0.00000000000000e+00	9.83698500835879e-05,0.00000000000000e+00	9.83698500835880e-05,0.00000000000000e+00	1.53415584618238e-02,0.00000000000000e+00
5.33371732904284e+06	1.53270232959993e-02,0.00000000000000e+00	9.84098691756315e-05,0.00000000000000e+00	9.84098691756315e-05,0.00000000000000e+00	1.53270232960000e-02,0.00000000000000e+00
5.34601281732650e+06	1.53124625675171e-02,0.00000000000000e+00	9.84493987100088e-05,0.00000000000000e+00	9.84493987100088e-05,0.00000000000000e+00	1.53124625675181e-02,0.00000000000000e+00
5.35833664963794e+06	1.52978763438594e-02,0.00000000000000e+00	9.84884376772282e-05,0.00000000000000e+00	9.84884376772282e-05,0.00000000000000e+00	1.52978763438602e-02,0.00000000000000e+00
5.37068889131689e+06	1.52832646931073e-02,0.00000000000000e+00	9.85269850793454e-05,0.00000000000000e+00	9.85269850793454e-05,0.00000000000000e+00	1.52832646931072e-02,0.00000000000000e+00
5.38306960785371e+06	1.52686276839565e-02,0.00000000000000e+00	9.85650399301559e-05,0.00000000000000e+00	9.85650399301559e-05,0.00000000000000e+00	1.52686276839571e-02,0.00000000000000e+00
5.39547886488972e+06	1.52539653856899e-02,0.00000000000000e+00	9.86026012550227e-05,0.00000000000000e+00	9.86026012550227e-05,0.00000000000000e+00	1.52539653856887e-02,0.00000000000000e+00
5.40791672821756e+06	1.52392778681875e-02,0.00000000000000e+00	9.86396680911252e-05,0.00000000000000e+00	9.86396680911253e-05,0.00000000000000e+00	1.52392778681888e-02,0.00000000000000e+00
5.42038326378156e+06	1.52245652019309e-02,0.00000000000000e+00	9.86762394874021e-05,0.00000000000000e+00	9.86762394874021e-05,0.00000000000000e+00	1.52245652019335e-02,0.00000000000000e+00
5.43287853767804e+06	1.52098274580112e-02,0.00000000000000e+00	9.87123145047565e-05,0.00000000000000e+00	9.87123145047565e-05,0.00000000000000e+00	1.52098274580093e-02,0.00000000000000e+00
5.44540261615570e+06	1.51950647080714e-02,0.00000000000000e+00	9.87478922158483e-05,0.00000000000000e+00	9.87478922158483e-05,0.00000000000000e+00	1.51950647080709e-02,0.00000000000000e+00
5.45795556561595e+06	1.51802770243957e-02,0.00000000000000e+00	9.87829717055067e-05,0.00000000000000e+00	9.87829717055067e-05,0.00000000000000e+00	1.51802770243946e-02,0.00000000000000e+00
5.47053745261330e+06	1.51654644798295e-02,0.00000000000000e+00	9.88175520704756e-05,0.00000000000000e+00	9.88175520704756e-05,0.00000000000000e+00	1.51654644798289e-02,0.00000000000000e+00
5.48314834385564e+06	1.51506271478127e-02,0.00000000000000e+00	9.88516324196025e-05,0.00000000000000e+00	9.88516324196025e-05,0.00000000000000e+00	1.51506271478136e-02,0.00000000000000e+00
5.49578830620467e+06	1.51357651023891e-02,0.00000000000000e+00	9.88852118739690e-05,0.00000000000000e+00	9.88852118739690e-05,0.00000000000000e+00	1.51357651023899e-02,0.00000000000000e+00
5.50845740667620e+06	1.51208784181655e-02,0.00000000000000e+00	9.89182895667362e-05,0.00000000000000e+00	9.89182895667362e-05,0.00000000000000e+00	1.51208784181666e-02,0.00000000000000e+00
5.52115571244056e+06	1.51059671703550e-02,0.00000000000000e+00	9.89508646434224e-05,0.00000000000000e+00	9.89508646434224e-05,0.00000000000000e+00	1.51059671703535e-02,0.00000000000000e+00
5.53388329082289e+06	1.50910314347382e-02,0.00000000000000e+00	9.89829362618373e-05,0.00000000000000e+00	9.89829362618373e-05,0.00000000000000e+00	1.50910314347407e-02,0.00000000000000e+00
5.54664020930355e+06	1.50760712876914e-02,0.00000000000000e+00	9.90145035920884e-05,0.00000000000000e+00	9.90145035920884e-05,0.00000000000000e+00	1.50760712876907e-02,0.00000000000000e+00
5.55942653551845e+06	1.50610868061643e-02,0.00000000000000e+00	9.90455658168144e-05,0.00000000000000e+00	9.90455658168144e-05,0.00000000000000e+00	1.50610868061644e-02,0.00000000000000e+00
5.57224233725941e+06	1.50460780676839e-02,0.00000000000000e+00	9.90761221310088e-05,0.00000000000000e+00	9.90761221310088e-05,0.00000000000000e+00	1.50460780676844e-02,0.00000000000000e+00
5.58508768247454e+06	1.50310451503590e-02,0.00000000000000e+00	9.91061717422376e-05,0.00000000000000e+00	9.91061717422376e-05,0.00000000000000e+00	1.50310451503589e-02,0.00000000000000e+00
5.59796263926859e+06	1.50159881328716e-02,0.00000000000000e+00	9.91357138706275e-05,0.00000000000000e+00	9.91357138706275e-05,0.00000000000000e+00	1.50159881328711e-02,0.00000000000000e+00
5.61086727590329e+06	1.50009070944833e-02,0.00000000000000e+00	9.91647477489460e-05,0.00000000000000e+00	9.91647477489460e-05,0.00000000000000e+00	1.50009070944815e-02,0.00000000000000e+00
5.62380166079775e+06	1.49858021150128e-02,0.00000000000000e+00	9.91932726225724e-05,0.00000000000000e+00	9.91932726225724e-05,0.00000000000000e+00	1.49858021150149e-02,0.00000000000000e+00
5.63676586252877e+06	1.49706732748658e-02,0.00000000000000e+00	9.92212877496065e-05,0.00000000000000e+00	9.92212877496065e-05,0.00000000000000e+00	1.49706732748676e-02,0.00000000000000e+00
5.64975994983128e+06	1.49555206550115e-02,0.00000000000000e+00	9.92487924009463e-05,0.00000000000000e+00	9.92487924009463e-05,0.00000000000000e+00	1.49555206550103e-02,0.00000000000000e+00
5.66278399159862e+06	1.49403443369741e-02,0.00000000000000e+00	9.92757858602412e-05,0.00000000000000e+00	9.92757858602412e-05,0.00000000000000e+00	1.49403443369723e-02,0.00000000000000e+00
5.67583805688298e+06	1.49251444028578e-02,0.00000000000000e+00	9.93022674240611e-05,0.00000000000000e+00	9.93022674240611e-05,0.00000000000000e+00	1.49251444028582e-02,0.00000000000000e+00
5.68892221489569e+06	1.49099209353197e-02,0.00000000000000e+00	9.93282364017694e-05,0.00000000000000e+00	9.93282364017695e-05,0.00000000000000e+00	1.49099209353200e-02,0.00000000000000e+00
5.70203653500768e+06	1.48946740175818e-02,0.00000000000000e+00	9.93536921157539e-05,0.00000000000000e+00	9.93536921157539e-05,0.00000000000000e+00	1.48946740175835e-02,0.00000000000000e+00
5.71518108674975e+06	1.48794037334273e-02,0.00000000000000e+00	9.93786339013446e-05,0.00000000000000e+00	9.93786339013446e-05,0.00000000000000e+00	1.48794037334274e-02,0.00000000000000e+00
5.72835593981302e+06	1.48641101671869e-02,0.00000000000000e+00	9.94030611068869e-05,0.00000000000000e+00	9.94030611068869e-05,0.00000000000000e+00	1.48641101671860e-02,0.00000000000000e+00
5.74156116404924e+06	1.48487934037484e-02,0.00000000000000e+00	9.94269730937985e-05,0.00000000000000e+00	9.94269730937985e-05,0.00000000000000e+00	1.48487934037491e-02,0.00000000000000e+00
5.75479682947120e+06	1.48334535285657e-02,0.00000000000000e+00	9.94503692366417e-05,0.00000000000000e+00	9.94503692366417e-05,0.00000000000000e+00	1.48334535285652e-02,0.00000000000000e+00
5.76806300625307e+06	1.48180906276119e-02,0.00000000000000e+00	9.94732489229724e-05,0.00000000000000e+00	9.94732489229724e-05,0.00000000000000e+00	1.48180906276105e-02,0.00000000000000e+00
5.78135976473081e+06	1.48027047874491e-02,0.00000000000000e+00	9.94956115537924e-05,0.00000000000000e+00	9.94956115537924e-05,0.00000000000000e+00	1.48027047874483e-02,0.00000000000000e+00
5.79468717540250e+06	1.47872960951462e-02,0.00000000000000e+00	9.95174565430463e-05,0.00000000000000e+00	9.95174565430463e-05,0.00000000000000e+00	1.47872960951464e-02,0.00000000000000e+00
5.80804530892876e+06	1.47718646383377e-02,0.00000000000000e+00	9.95387833180885e-05,0.00000000000000e+00	9.95387833180885e-05,0.00000000000000e+00	1.47718646383389e-02,0.00000000000000e+00
5.82143423613307e+06	1.47564105051988e-02,0.00000000000000e+00	9.95595913195447e-05,0.00000000000000e+00	9.95595913195447e-05,0.00000000000000e+00	1.47564105051974e-02,0.00000000000000e+00
5.83485402800219e+06	1.47409337844360e-02,0.00000000000000e+00	9.95798800013954e-05,0.00000000000000e+00	9.95798800013954e-05,0.00000000000000e+00	1.47409337844364e-02,0.00000000000000e+00
5.84830475568653e+06	1.47254345652948e-02,0.00000000000000e+00	9.95996488309142e-05,0.00000000000000e+00	9.95996488309142e-05,0.00000000000000e+00	1.47254345652961e-02,0.00000000000000e+00
5.86178649050050e+06	1.47099129375589e-02,0.00000000000000e+00	9.96188972888140e-05,0.00000000000000e+00	9.96188972888140e-05,0.00000000000000e+00	1.47099129375572e-02,0.00000000000000e+00
5.87529930392291e+06	1.46943689915277e-02,0.00000000000000e+00	9.96376248692156e-05,0.00000000000000e+00	9.96376248692156e-05,0.00000000000000e+00	1.46943689915285e-02,0.00000000000000e+00
5.88884326759738e+06	1.46788028180565e-02,0.00000000000000e+00	9.96558310797456e-05,0.00000000000000e+00	9.96558310797456e-05,0.00000000000000e+00	1.46788028180541e-02,0.00000000000000e+00
5.90241845333262e+06	1.46632145085017e-02,0.00000000000000e+00	9.96735154415019e-05,0.00000000000000e+00	9.96735154415019e-05,0.00000000000000e+00	1.46632145085018e-02,0.00000000000000e+00
5.91602493310294e+06	1.46476041547621e-02,0.00000000000000e+00	9.96906774891010e-05,0.00000000000000e+00	9.96906774891011e-05,0.00000000000000e+00	1.46476041547624e-02,0.00000000000000e+00
5.92966277904854e+06	1.46319718492483e-02,0.00000000000000e+00	9.97073167707243e-05,0.00000000000000e+00	9.97073167707243e-05,0.00000000000000e+00	1.46319718492498e-02,0.00000000000000e+00
5.94333206347590e+06	1.46163176848950e-02,0.00000000000000e+00	9.97234328481298e-05,0.00000000000000e+00	9.97234328481298e-05,0.00000000000000e+00	1.46163176848961e-02,0.00000000000000e+00
5.95703285885823e+06	1.46006417551526e-02,0.00000000000000e+00	9.97390252967138e-05,0.00000000000000e+00	9.97390252967138e-05,0.00000000000000e+00	1.46006417551536e-02,0.00000000000000e+00
5.97076523783577e+06	1.45849441539876e-02,0.00000000000000e+00	9.97540937055052e-05,0.00000000000000e+00	9.97540937055052e-05,0.00000000000000e+00	1.45849441539878e-02,0.00000000000000e+00
5.98452927321623e+06	1.45692249758640e-02,0.00000000000000e+00	9.97686376771248e-05,0.00000000000000e+00	9.97686376771248e-05,0.00000000000000e+00	1.45692249758645e-02,0.00000000000000e+00
5.99832503797515e+06	1.45534843157699e-02,0.00000000000000e+00	9.97826568279770e-05,0.00000000000000e+00	9.97826568279770e-05,0.00000000000000e+00	1.45534843157714e-02,0.00000000000000e+00
6.01215260525631e+06	1.45377222691991e-02,0.00000000000000e+00	9.97961507881584e-05,0.00000000000000e+00	9.97961507881584e-05,0.00000000000000e+00	1.45377222691990e-02,0.00000000000000e+00
6.02601204837209e+06	1.45219389321466e-02,0.00000000000000e+00	9.98091192015311e-05,0.00000000000000e+00	9.98091192015311e-05,0.00000000000000e+00	1.45219389321444e-02,0.00000000000000e+00
6.03990344080388e+06	1.45061344010873e-02,0.00000000000000e+00	9.98215617255952e-05,0.00000000000000e+00	9.98215617255952e-05,0.00000000000000e+00	1.45061344010871e-02,0.00000000000000e+00
6.05382685620246e+06	1.44903087730273e-02,0.00000000000000e+00	9.98334780317955e-05,0.00000000000000e+00	9.98334780317955e-05,0.00000000000000e+00	1.44903087730272e-02,0.00000000000000e+00
6.06778236838838e+06	1.44744621454491e-02,0.00000000000000e+00	9.98448678053078e-05,0.00000000000000e+00	9.98448678053079e-05,0.00000000000000e+00	1.44744621454490e-02,0.00000000000000e+00
6.08177005135240e+06	1.44585946163266e-02,0.00000000000000e+00	9.98557307451262e-05,0.00000000000000e+00	9.98557307451262e-05,0.00000000000000e+00	1.44585946163271e-02,0.00000000000000e+00
6.09578997925581e+06	1.44427062841307e-02,0.00000000000000e+00	9.98660665641163e-05,0.00000000000000e+00	9.98660665641163e-05,0.00000000000000e+00	1.44427062841294e-02,0.00000000000000e+00
6.10984222643087e+06	1.44267972478014e-02,0.00000000000000e+00	9.98758749889657e-05,0.00000000000000e+00	9.98758749889657e-05,0.00000000000000e+00	1.44267972478033e-02,0.00000000000000e+00
6.12392686738120e+06	1.44108676067907e-02,0.00000000000000e+00	9.98851557603207e-05,0.00000000000000e+00	9.98851557603207e-05,0.00000000000000e+00	1.44108676067906e-02,0.00000000000000e+00
6.13804397678216e+06	1.43949174610053e-02,0.00000000000000e+00	9.98939086326670e-05,0.00000000000000e+00	9.98939086326670e-05,0.00000000000000e+00	1.43949174610049e-02,0.00000000000000e+00
6.15219362948126e+06	1.43789469108382e-02,0.00000000000000e+00	9.99021333744132e-05,0.00000000000000e+00	9.99021333744132e-05,0.00000000000000e+00	1.43789469108381e-02,0.00000000000000e+00
6.16637590049855e+06	1.43629560571496e-02,0.00000000000000e+00	9.99098297678546e-05,0.00000000000000e+00	9.99098297678546e-05,0.00000000000000e+00	1.43629560571500e-02,0.00000000000000e+00
6.18059086502702e+06	1.43469450012854e-02,0.00000000000000e+00	9.99169976093242e-05,0.00000000000000e+00	9.99169976093242e-05,0.00000000000000e+00	1.43469450012851e-02,0.00000000000000e+00
6.19483859843300e+06	1.43309138450522e-02,0.00000000000000e+00	9.99236367090860e-05,0.00000000000000e+00	9.99236367090860e-05,0.00000000000000e+00	1.43309138450523e-02,0.00000000000000e+00
6.20911917625655e+06	1.43148626907164e-02,0.00000000000000e+00	9.99297468913127e-05,0.00000000000000e+00	9.99297468913127e-05,0.00000000000000e+00	1.43148626907168e-02,0.00000000000000e+00
6.22343267421187e+06	1.42987916410094e-02,0.00000000000000e+00	9.99353279941826e-05,0.00000000000000e+00	9.99353279941826e-05,0.00000000000000e+00	1.42987916410089e-02,0.00000000000000e+00
6.23777916818771e+06	1.42827007991265e-02,0.00000000000000e+00	9.99403798699253e-05,0.00000000000000e+00	9.99403798699253e-05,0.00000000000000e+00	1.42827007991266e-02,0.00000000000000e+00
6.25215873424775e+06	1.42665902687027e-02,0.00000000000000e+00	9.99449023846227e-05,0.00000000000000e+00	9.99449023846228e-05,0.00000000000000e+00	1.42665902687017e-02,0.00000000000000e+00
6.26657144863101e+06	1.42504601538520e-02,0.00000000000000e+00	9.99488954186005e-05,0.00000000000000e+00	9.99488954186005e-05,0.00000000000000e+00	1.42504601538521e-02,0.00000000000000e+00
6.28101738775227e+06	1.42343105591045e-02,0.00000000000000e+00	9.99523588659302e-05,0.00000000000000e+00	9.99523588659302e-05,0.00000000000000e+00	1.42343105591059e-02,0.00000000000000e+00
6.29549662820246e+06	1.42181415894703e-02,0.00000000000000e+00	9.99552926349425e-05,0.00000000000000e+00	9.99552926349425e-05,0.00000000000000e+00	1.42181415894702e-02,0.00000000000000e+00
6.31000924674909e+06	1.42019533503714e-02,0.00000000000000e+00	9.99576966478305e-05,0.00000000000000e+00	9.99576966478305e-05,0.00000000000000e+00	1.42019533503710e-02,0.00000000000000e+00
6.32455532033659e+06	1.41857459476865e-02,0.00000000000000e+00	9.99595708409359e-05,0.00000000000000e+00	9.99595708409359e-05,0.00000000000000e+00	1.41857459476895e-02,0.00000000000000e+00
6.33913492608681e+06	1.41695194877244e-02,0.00000000000000e+00	9.99609151645233e-05,0.00000000000000e+00	9.99609151645234e-05,0.00000000000000e+00	1.41695194877261e-02,0.00000000000000e+00
6.35374814129937e+06	1.41532740772300e-02,0.00000000000000e+00	9.99617295830140e-05,0.00000000000000e+00	9.99617295830140e-05,0.00000000000000e+00	1.41532740772298e-02,0.00000000000000e+00
6.36839504345208e+06	1.41370098233700e-02,0.00000000000000e+00	9.99620140748102e-05,0.00000000000000e+00	9.99620140748102e-05,0.00000000000000e+00	1.41370098233698e-02,0.00000000000000e+00
6.38307571020135e+06	1.41207268337462e-02,0.00000000000000e+00	9.99617686323862e-05,0.00000000000000e+00	9.99617686323862e-05,0.00000000000000e+00	1.41207268337444e-02,0.00000000000000e+00
6.39779021938262e+06	1.41044252163661e-02,0.00000000000000e+00	9.99609932622168e-05,0.00000000000000e+00	9.99609932622168e-05,0.00000000000000e+00	1.41044252163676e-02,0.00000000000000e+00
6.41253864901076e+06	1.40881050796817e-02,0.00000000000000e+00	9.99596879848840e-05,0.00000000000000e+00	9.99596879848840e-05,0.00000000000000e+00	1.40881050796805e-02,0.00000000000000e+00
6.42732107728046e+06	1.40717665325283e-02,0.00000000000000e+00	9.99578528349330e-05,0.00000000000000e+00	9.99578528349330e-05,0.00000000000000e+00	1.40717665325283e-02,0.00000000000000e+00
6.44213758256669e+06	1.40554096841762e-02,0.00000000000000e+00	9.99554878610123e-05,0.00000000000000e+00	9.99554878610123e-05,0.00000000000000e+00	1.40554096841762e-02,0.00000000000000e+00
6.45698824342510e+06	1.40390346443085e-02,0.00000000000000e+00	9.99525931258900e-05,0.00000000000000e+00	9.99525931258900e-05,0.00000000000000e+00	1.40390346443086e-02,0.00000000000000e+00
6.47187313859239e+06	1.40226415229860e-02,0.00000000000000e+00	9.99491687061430e-05,0.00000000000000e+00	9.99491687061430e-05,0.00000000000000e+00	1.40226415229831e-02,0.00000000000000e+00
6.48679234698681e+06	1.40062304306841e-02,0.00000000000000e+00	9.99452146925840e-05,0.00000000000000e+00	9.99452146925840e-05,0.00000000000000e+00	1.40062304306868e-02,0.00000000000000e+00
6.50174594770851e+06	1.39898014782941e-02,0.00000000000000e+00	9.99407311899678e-05,0.00000000000000e+00	9.99407311899678e-05,0.00000000000000e+00	1.39898014782927e-02,0.00000000000000e+00
6.51673402004000e+06	1.39733547770695e-02,0.00000000000000e+00	9.99357183170743e-05,0.00000000000000e+00	9.99357183170743e-05,0.00000000000000e+00	1.39733547770687e-02,0.00000000000000e+00
6.53175664344654e+06	1.39568904386661e-02,0.00000000000000e+00	9.99301762066284e-05,0.00000000000000e+00	9.99301762066284e-05,0.00000000000000e+00	1.39568904386636e-02,0.00000000000000e+00
6.54681389757658e+06	1.39404085751410e-02,0.00000000000000e+00	9.99241050055455e-05,0.00000000000000e+00	9.99241050055455e-05,0.00000000000000e+00	1.39404085751391e-02,0.00000000000000e+00
