Freq.	mag(I(RCoil1))	mag(I(RCoil2))	mag(I(RCoil3))	mag(I(RLoad))	mag(I(RSource))
3.55655882007780e+06	7.77810912972484e-03,0.00000000000000e+00	1.63532952129726e-04,0.00000000000000e+00	2.39202911614995e-05,0.00000000000000e+00	2.39202911614995e-05,0.00000000000000e+00	7.77810912972509e-03,0.00000000000000e+00
3.56475753489613e+06	7.76292298854092e-03,0.00000000000000e+00	1.63225893076254e-04,0.00000000000000e+00	2.39172968056920e-05,0.00000000000000e+00	2.39172968056920e-05,0.00000000000000e+00	7.76292298854171e-03,0.00000000000000e+00
3.57297514970405e+06	7.74775596810320e-03,0.00000000000000e+00	1.62919220426463e-04,0.00000000000000e+00	2.39142288502336e-05,0.00000000000000e+00	2.39142288502336e-05,0.00000000000000e+00	7.74775596810218e-03,0.00000000000000e+00
3.58121170807054e+06	7.73260810599157e-03,0.00000000000000e+00	1.62612934869668e-04,0.00000000000000e+00	2.39110873156338e-05,0.00000000000000e+00	2.39110873156338e-05,0.00000000000000e+00	7.73260810599178e-03,0.00000000000000e+00
3.58946725366500e+06	7.71747943939250e-03,0.00000000000000e+00	1.62307037086745e-04,0.00000000000000e+00	2.39078722229055e-05,0.00000000000000e+00	2.39078722229055e-05,0.00000000000000e+00	7.71747943939258e-03,0.00000000000000e+00
3.59774183025753e+06	7.70237000508790e-03,0.00000000000000e+00	1.62001527750235e-04,0.00000000000000e+00	2.39045835935763e-05,0.00000000000000e+00	2.39045835935763e-05,0.00000000000000e+00	7.70237000508812e-03,0.00000000000000e+00
3.60603548171909e+06	7.68727983946003e-03,0.00000000000000e+00	1.61696407524264e-04,0.00000000000000e+00	2.39012214496757e-05,0.00000000000000e+00	2.39012214496757e-05,0.00000000000000e+00	7.68727983945983e-03,0.00000000000000e+00
3.61434825202180e+06	7.67220897849530e-03,0.00000000000000e+00	1.61391677064720e-04,0.00000000000000e+00	2.38977858137572e-05,0.00000000000000e+00	2.38977858137572e-05,0.00000000000000e+00	7.67220897849514e-03,0.00000000000000e+00
3.62268018523915e+06	7.65715745777493e-03,0.00000000000000e+00	1.61087337019009e-04,0.00000000000000e+00	2.38942767088603e-05,0.00000000000000e+00	2.38942767088603e-05,0.00000000000000e+00	7.65715745777589e-03,0.00000000000000e+00
3.63103132554622e+06	7.64212531249948e-03,0.00000000000000e+00	1.60783388026519e-04,0.00000000000000e+00	2.38906941585764e-05,0.00000000000000e+00	2.38906941585764e-05,0.00000000000000e+00	7.64212531250029e-03,0.00000000000000e+00
3.63940171721992e+06	7.62711257746305e-03,0.00000000000000e+00	1.60479830718207e-04,0.00000000000000e+00	2.38870381869848e-05,0.00000000000000e+00	2.38870381869848e-05,0.00000000000000e+00	7.62711257746326e-03,0.00000000000000e+00
3.64779140463922e+06	7.61211928706890e-03,0.00000000000000e+00	1.60176665716868e-04,0.00000000000000e+00	2.38833088186903e-05,0.00000000000000e+00	2.38833088186903e-05,0.00000000000000e+00	7.61211928706913e-03,0.00000000000000e+00
3.65620043228543e+06	7.59714547533353e-03,0.00000000000000e+00	1.59873893637166e-04,0.00000000000000e+00	2.38795060788240e-05,0.00000000000000e+00	2.38795060788240e-05,0.00000000000000e+00	7.59714547533286e-03,0.00000000000000e+00
3.66462884474237e+06	7.58219117587358e-03,0.00000000000000e+00	1.59571515085483e-04,0.00000000000000e+00	2.38756299930197e-05,0.00000000000000e+00	2.38756299930197e-05,0.00000000000000e+00	7.58219117587306e-03,0.00000000000000e+00
3.67307668669664e+06	7.56725642192171e-03,0.00000000000000e+00	1.59269530660121e-04,0.00000000000000e+00	2.38716805874400e-05,0.00000000000000e+00	2.38716805874400e-05,0.00000000000000e+00	7.56725642192131e-03,0.00000000000000e+00
3.68154400293786e+06	7.55234124632215e-03,0.00000000000000e+00	1.58967940951303e-04,0.00000000000000e+00	2.38676578887742e-05,0.00000000000000e+00	2.38676578887742e-05,0.00000000000000e+00	7.55234124632218e-03,0.00000000000000e+00
3.69003083835889e+06	7.53744568152931e-03,0.00000000000000e+00	1.58666746541103e-04,0.00000000000000e+00	2.38635619242251e-05,0.00000000000000e+00	2.38635619242251e-05,0.00000000000000e+00	7.53744568152981e-03,0.00000000000000e+00
3.69853723795610e+06	7.52256975960936e-03,0.00000000000000e+00	1.58365948003496e-04,0.00000000000000e+00	2.38593927215137e-05,0.00000000000000e+00	2.38593927215137e-05,0.00000000000000e+00	7.52256975961028e-03,0.00000000000000e+00
3.70706324682957e+06	7.50771351225345e-03,0.00000000000000e+00	1.58065545904605e-04,0.00000000000000e+00	2.38551503089136e-05,0.00000000000000e+00	2.38551503089136e-05,0.00000000000000e+00	7.50771351225318e-03,0.00000000000000e+00
3.71560891018334e+06	7.49287697075728e-03,0.00000000000000e+00	1.57765540802391e-04,0.00000000000000e+00	2.38508347152008e-05,0.00000000000000e+00	2.38508347152008e-05,0.00000000000000e+00	7.49287697075671e-03,0.00000000000000e+00
3.72417427332568e+06	7.47806016603592e-03,0.00000000000000e+00	1.57465933246821e-04,0.00000000000000e+00	2.38464459696778e-05,0.00000000000000e+00	2.38464459696778e-05,0.00000000000000e+00	7.47806016603584e-03,0.00000000000000e+00
3.73275938166929e+06	7.46326312863120e-03,0.00000000000000e+00	1.57166723780071e-04,0.00000000000000e+00	2.38419841021994e-05,0.00000000000000e+00	2.38419841021994e-05,0.00000000000000e+00	7.46326312863154e-03,0.00000000000000e+00
3.74136428073155e+06	7.44848588869654e-03,0.00000000000000e+00	1.56867912936234e-04,0.00000000000000e+00	2.38374491431277e-05,0.00000000000000e+00	2.38374491431277e-05,0.00000000000000e+00	7.44848588869712e-03,0.00000000000000e+00
3.74998901613478e+06	7.43372847600947e-03,0.00000000000000e+00	1.56569501241571e-04,0.00000000000000e+00	2.38328411233657e-05,0.00000000000000e+00	2.38328411233657e-05,0.00000000000000e+00	7.43372847600983e-03,0.00000000000000e+00
3.75863363360648e+06	7.41899091997271e-03,0.00000000000000e+00	1.56271489214535e-04,0.00000000000000e+00	2.38281600743589e-05,0.00000000000000e+00	2.38281600743589e-05,0.00000000000000e+00	7.41899091997203e-03,0.00000000000000e+00
3.76729817897955e+06	7.40427324960547e-03,0.00000000000000e+00	1.55973877365631e-04,0.00000000000000e+00	2.38234060280714e-05,0.00000000000000e+00	2.38234060280714e-05,0.00000000000000e+00	7.40427324960454e-03,0.00000000000000e+00
3.77598269819253e+06	7.38957549355835e-03,0.00000000000000e+00	1.55676666197666e-04,0.00000000000000e+00	2.38185790170199e-05,0.00000000000000e+00	2.38185790170199e-05,0.00000000000000e+00	7.38957549355810e-03,0.00000000000000e+00
3.78468723728989e+06	7.37489768010611e-03,0.00000000000000e+00	1.55379856205579e-04,0.00000000000000e+00	2.38136790742461e-05,0.00000000000000e+00	2.38136790742461e-05,0.00000000000000e+00	7.37489768010558e-03,0.00000000000000e+00
3.79341184242224e+06	7.36023983715176e-03,0.00000000000000e+00	1.55083447876642e-04,0.00000000000000e+00	2.38087062333439e-05,0.00000000000000e+00	2.38087062333439e-05,0.00000000000000e+00	7.36023983715121e-03,0.00000000000000e+00
3.80215655984654e+06	7.34560199222444e-03,0.00000000000000e+00	1.54787441690343e-04,0.00000000000000e+00	2.38036605284389e-05,0.00000000000000e+00	2.38036605284389e-05,0.00000000000000e+00	7.34560199222499e-03,0.00000000000000e+00
3.81092143592644e+06	7.33098417248537e-03,0.00000000000000e+00	1.54491838118466e-04,0.00000000000000e+00	2.37985419941972e-05,0.00000000000000e+00	2.37985419941972e-05,0.00000000000000e+00	7.33098417248637e-03,0.00000000000000e+00
3.81970651713242e+06	7.31638640473145e-03,0.00000000000000e+00	1.54196637625258e-04,0.00000000000000e+00	2.37933506658487e-05,0.00000000000000e+00	2.37933506658487e-05,0.00000000000000e+00	7.31638640473217e-03,0.00000000000000e+00
3.82851185004211e+06	7.30180871538254e-03,0.00000000000000e+00	1.53901840667156e-04,0.00000000000000e+00	2.37880865791418e-05,0.00000000000000e+00	2.37880865791418e-05,0.00000000000000e+00	7.30180871538336e-03,0.00000000000000e+00
3.83733748134052e+06	7.28725113050172e-03,0.00000000000000e+00	1.53607447693142e-04,0.00000000000000e+00	2.37827497703953e-05,0.00000000000000e+00	2.37827497703953e-05,0.00000000000000e+00	7.28725113050204e-03,0.00000000000000e+00
3.84618345782026e+06	7.27271367578007e-03,0.00000000000000e+00	1.53313459144518e-04,0.00000000000000e+00	2.37773402764605e-05,0.00000000000000e+00	2.37773402764605e-05,0.00000000000000e+00	7.27271367578039e-03,0.00000000000000e+00
3.85504982638181e+06	7.25819637655058e-03,0.00000000000000e+00	1.53019875455097e-04,0.00000000000000e+00	2.37718581347478e-05,0.00000000000000e+00	2.37718581347478e-05,0.00000000000000e+00	7.25819637654990e-03,0.00000000000000e+00
3.86393663403379e+06	7.24369925778111e-03,0.00000000000000e+00	1.52726697051211e-04,0.00000000000000e+00	2.37663033832253e-05,0.00000000000000e+00	2.37663033832253e-05,0.00000000000000e+00	7.24369925778151e-03,0.00000000000000e+00
3.87284392789316e+06	7.22922234408028e-03,0.00000000000000e+00	1.52433924351601e-04,0.00000000000000e+00	2.37606760603980e-05,0.00000000000000e+00	2.37606760603980e-05,0.00000000000000e+00	7.22922234408023e-03,0.00000000000000e+00
3.88177175518550e+06	7.21476565969733e-03,0.00000000000000e+00	1.52141557767679e-04,0.00000000000000e+00	2.37549762053463e-05,0.00000000000000e+00	2.37549762053463e-05,0.00000000000000e+00	7.21476565969769e-03,0.00000000000000e+00
3.89072016324527e+06	7.20032922852199e-03,0.00000000000000e+00	1.51849597703326e-04,0.00000000000000e+00	2.37492038576908e-05,0.00000000000000e+00	2.37492038576909e-05,0.00000000000000e+00	7.20032922852224e-03,0.00000000000000e+00
3.89968919951603e+06	7.18591307409137e-03,0.00000000000000e+00	1.51558044555181e-04,0.00000000000000e+00	2.37433590576348e-05,0.00000000000000e+00	2.37433590576348e-05,0.00000000000000e+00	7.18591307409262e-03,0.00000000000000e+00
3.90867891155073e+06	7.17151721958318e-03,0.00000000000000e+00	1.51266898712315e-04,0.00000000000000e+00	2.37374418459104e-05,0.00000000000000e+00	2.37374418459104e-05,0.00000000000000e+00	7.17151721958255e-03,0.00000000000000e+00
3.91768934701192e+06	7.15714168781772e-03,0.00000000000000e+00	1.50976160556621e-04,0.00000000000000e+00	2.37314522638355e-05,0.00000000000000e+00	2.37314522638355e-05,0.00000000000000e+00	7.15714168781879e-03,0.00000000000000e+00
3.92672055367203e+06	7.14278650127341e-03,0.00000000000000e+00	1.50685830462626e-04,0.00000000000000e+00	2.37253903532827e-05,0.00000000000000e+00	2.37253903532827e-05,0.00000000000000e+00	7.14278650127249e-03,0.00000000000000e+00
3.93577257941363e+06	7.12845168206535e-03,0.00000000000000e+00	1.50395908797621e-04,0.00000000000000e+00	2.37192561566955e-05,0.00000000000000e+00	2.37192561566955e-05,0.00000000000000e+00	7.12845168206500e-03,0.00000000000000e+00
3.94484547222965e+06	7.11413725196580e-03,0.00000000000000e+00	1.50106395921619e-04,0.00000000000000e+00	2.37130497170787e-05,0.00000000000000e+00	2.37130497170787e-05,0.00000000000000e+00	7.11413725196583e-03,0.00000000000000e+00
3.95393928022366e+06	7.09984323239799e-03,0.00000000000000e+00	1.49817292187479e-04,0.00000000000000e+00	2.37067710780158e-05,0.00000000000000e+00	2.37067710780158e-05,0.00000000000000e+00	7.09984323239856e-03,0.00000000000000e+00
3.96305405161013e+06	7.08556964443615e-03,0.00000000000000e+00	1.49528597940823e-04,0.00000000000000e+00	2.37004202836512e-05,0.00000000000000e+00	2.37004202836512e-05,0.00000000000000e+00	7.08556964443656e-03,0.00000000000000e+00
3.97218983471468e+06	7.07131650880981e-03,0.00000000000000e+00	1.49240313520181e-04,0.00000000000000e+00	2.36939973787115e-05,0.00000000000000e+00	2.36939973787115e-05,0.00000000000000e+00	7.07131650880997e-03,0.00000000000000e+00
3.98134667797431e+06	7.05708384590292e-03,0.00000000000000e+00	1.48952439256931e-04,0.00000000000000e+00	2.36875024084916e-05,0.00000000000000e+00	2.36875024084916e-05,0.00000000000000e+00	7.05708384590262e-03,0.00000000000000e+00
3.99052462993770e+06	7.04287167575653e-03,0.00000000000000e+00	1.48664975475399e-04,0.00000000000000e+00	2.36809354188683e-05,0.00000000000000e+00	2.36809354188683e-05,0.00000000000000e+00	7.04287167575673e-03,0.00000000000000e+00
3.99972373926542e+06	7.02868001807119e-03,0.00000000000000e+00	1.48377922492823e-04,0.00000000000000e+00	2.36742964562906e-05,0.00000000000000e+00	2.36742964562906e-05,0.00000000000000e+00	7.02868001807097e-03,0.00000000000000e+00
4.00894405473026e+06	7.01450889220492e-03,0.00000000000000e+00	1.48091280619449e-04,0.00000000000000e+00	2.36675855677930e-05,0.00000000000000e+00	2.36675855677930e-05,0.00000000000000e+00	7.01450889220516e-03,0.00000000000000e+00
4.01818562521739e+06	7.00035831717857e-03,0.00000000000000e+00	1.47805050158499e-04,0.00000000000000e+00	2.36608028009855e-05,0.00000000000000e+00	2.36608028009855e-05,0.00000000000000e+00	7.00035831717838e-03,0.00000000000000e+00
4.02744849972471e+06	6.98622831167690e-03,0.00000000000000e+00	1.47519231406338e-04,0.00000000000000e+00	2.36539482040787e-05,0.00000000000000e+00	2.36539482040787e-05,0.00000000000000e+00	6.98622831167688e-03,0.00000000000000e+00
4.03673272736306e+06	6.97211889404254e-03,0.00000000000000e+00	1.47233824652230e-04,0.00000000000000e+00	2.36470218258403e-05,0.00000000000000e+00	2.36470218258403e-05,0.00000000000000e+00	6.97211889404241e-03,0.00000000000000e+00
4.04603835735648e+06	6.95803008229223e-03,0.00000000000000e+00	1.46948830178762e-04,0.00000000000000e+00	2.36400237156603e-05,0.00000000000000e+00	2.36400237156603e-05,0.00000000000000e+00	6.95803008229215e-03,0.00000000000000e+00
4.05536543904250e+06	6.94396189410145e-03,0.00000000000000e+00	1.46664248261481e-04,0.00000000000000e+00	2.36329539234901e-05,0.00000000000000e+00	2.36329539234901e-05,0.00000000000000e+00	6.94396189410155e-03,0.00000000000000e+00
4.06471402187238e+06	6.92991434681694e-03,0.00000000000000e+00	1.46380079169162e-04,0.00000000000000e+00	2.36258124998810e-05,0.00000000000000e+00	2.36258124998810e-05,0.00000000000000e+00	6.92991434681668e-03,0.00000000000000e+00
4.07408415541137e+06	6.91588745745520e-03,0.00000000000000e+00	1.46096323163813e-04,0.00000000000000e+00	2.36185994959826e-05,0.00000000000000e+00	2.36185994959826e-05,0.00000000000000e+00	6.91588745745451e-03,0.00000000000000e+00
4.08347588933899e+06	6.90188124270455e-03,0.00000000000000e+00	1.45812980500732e-04,0.00000000000000e+00	2.36113149635486e-05,0.00000000000000e+00	2.36113149635486e-05,0.00000000000000e+00	6.90188124270537e-03,0.00000000000000e+00
4.09288927344928e+06	6.88789571892061e-03,0.00000000000000e+00	1.45530051428260e-04,0.00000000000000e+00	2.36039589548936e-05,0.00000000000000e+00	2.36039589548936e-05,0.00000000000000e+00	6.88789571892143e-03,0.00000000000000e+00
4.10232435765106e+06	6.87393090214190e-03,0.00000000000000e+00	1.45247536188324e-04,0.00000000000000e+00	2.35965315229773e-05,0.00000000000000e+00	2.35965315229773e-05,0.00000000000000e+00	6.87393090214187e-03,0.00000000000000e+00
4.11178119196822e+06	6.85998680806969e-03,0.00000000000000e+00	1.44965435015959e-04,0.00000000000000e+00	2.35890327213243e-05,0.00000000000000e+00	2.35890327213243e-05,0.00000000000000e+00	6.85998680807050e-03,0.00000000000000e+00
4.12125982653993e+06	6.84606345209349e-03,0.00000000000000e+00	1.44683748139713e-04,0.00000000000000e+00	2.35814626040856e-05,0.00000000000000e+00	2.35814626040856e-05,0.00000000000000e+00	6.84606345209452e-03,0.00000000000000e+00
4.13076031162099e+06	6.83216084927599e-03,0.00000000000000e+00	1.44402475781489e-04,0.00000000000000e+00	2.35738212260108e-05,0.00000000000000e+00	2.35738212260108e-05,0.00000000000000e+00	6.83216084927720e-03,0.00000000000000e+00
4.14028269758201e+06	6.81827901435645e-03,0.00000000000000e+00	1.44121618156517e-04,0.00000000000000e+00	2.35661086424388e-05,0.00000000000000e+00	2.35661086424388e-05,0.00000000000000e+00	6.81827901435620e-03,0.00000000000000e+00
4.14982703490975e+06	6.80441796175565e-03,0.00000000000000e+00	1.43841175473630e-04,0.00000000000000e+00	2.35583249093408e-05,0.00000000000000e+00	2.35583249093408e-05,0.00000000000000e+00	6.80441796175674e-03,0.00000000000000e+00
4.15939337420732e+06	6.79057770558362e-03,0.00000000000000e+00	1.43561147935121e-04,0.00000000000000e+00	2.35504700832922e-05,0.00000000000000e+00	2.35504700832922e-05,0.00000000000000e+00	6.79057770558440e-03,0.00000000000000e+00
4.16898176619451e+06	6.77675825962858e-03,0.00000000000000e+00	1.43281535736792e-04,0.00000000000000e+00	2.35425442214785e-05,0.00000000000000e+00	2.35425442214785e-05,0.00000000000000e+00	6.77675825962771e-03,0.00000000000000e+00
4.17859226170801e+06	6.76295963735623e-03,0.00000000000000e+00	1.43002339067924e-04,0.00000000000000e+00	2.35345473816860e-05,0.00000000000000e+00	2.35345473816860e-05,0.00000000000000e+00	6.76295963735630e-03,0.00000000000000e+00
4.18822491170171e+06	6.74918185193375e-03,0.00000000000000e+00	1.42723558111558e-04,0.00000000000000e+00	2.35264796223446e-05,0.00000000000000e+00	2.35264796223446e-05,0.00000000000000e+00	6.74918185193413e-03,0.00000000000000e+00
4.19787976724698e+06	6.73542491620947e-03,0.00000000000000e+00	1.42445193044274e-04,0.00000000000000e+00	2.35183410024888e-05,0.00000000000000e+00	2.35183410024888e-05,0.00000000000000e+00	6.73542491620911e-03,0.00000000000000e+00
4.20755687953288e+06	6.72168884271639e-03,0.00000000000000e+00	1.42167244036277e-04,0.00000000000000e+00	2.35101315817675e-05,0.00000000000000e+00	2.35101315817675e-05,0.00000000000000e+00	6.72168884271673e-03,0.00000000000000e+00
4.21725629986651e+06	6.70797364368533e-03,0.00000000000000e+00	1.41889711251490e-04,0.00000000000000e+00	2.35018514204563e-05,0.00000000000000e+00	2.35018514204563e-05,0.00000000000000e+00	6.70797364368466e-03,0.00000000000000e+00
4.22697807967322e+06	6.69427933103531e-03,0.00000000000000e+00	1.41612594847615e-04,0.00000000000000e+00	2.34935005794641e-05,0.00000000000000e+00	2.34935005794641e-05,0.00000000000000e+00	6.69427933103523e-03,0.00000000000000e+00
4.23672227049693e+06	6.68060591638155e-03,0.00000000000000e+00	1.41335894976050e-04,0.00000000000000e+00	2.34850791203157e-05,0.00000000000000e+00	2.34850791203157e-05,0.00000000000000e+00	6.68060591638159e-03,0.00000000000000e+00
4.24648892400036e+06	6.66695341103103e-03,0.00000000000000e+00	1.41059611781947e-04,0.00000000000000e+00	2.34765871051579e-05,0.00000000000000e+00	2.34765871051579e-05,0.00000000000000e+00	6.66695341103016e-03,0.00000000000000e+00
4.25627809196535e+06	6.65332182599096e-03,0.00000000000000e+00	1.40783745404422e-04,0.00000000000000e+00	2.34680245967910e-05,0.00000000000000e+00	2.34680245967910e-05,0.00000000000000e+00	6.65332182599059e-03,0.00000000000000e+00
4.26608982629308e+06	6.63971117196479e-03,0.00000000000000e+00	1.40508295976320e-04,0.00000000000000e+00	2.34593916586262e-05,0.00000000000000e+00	2.34593916586262e-05,0.00000000000000e+00	6.63971117196443e-03,0.00000000000000e+00
4.27592417900439e+06	6.62612145935578e-03,0.00000000000000e+00	1.40233263624428e-04,0.00000000000000e+00	2.34506883547176e-05,0.00000000000000e+00	2.34506883547176e-05,0.00000000000000e+00	6.62612145935511e-03,0.00000000000000e+00
4.28578120224004e+06	6.61255269826677e-03,0.00000000000000e+00	1.39958648469440e-04,0.00000000000000e+00	2.34419147497521e-05,0.00000000000000e+00	2.34419147497521e-05,0.00000000000000e+00	6.61255269826613e-03,0.00000000000000e+00
4.29566094826099e+06	6.59900489850182e-03,0.00000000000000e+00	1.39684450625971e-04,0.00000000000000e+00	2.34330709090489e-05,0.00000000000000e+00	2.34330709090489e-05,0.00000000000000e+00	6.59900489850151e-03,0.00000000000000e+00
4.30556346944867e+06	6.58547806957254e-03,0.00000000000000e+00	1.39410670202673e-04,0.00000000000000e+00	2.34241568985751e-05,0.00000000000000e+00	2.34241568985751e-05,0.00000000000000e+00	6.58547806957141e-03,0.00000000000000e+00
4.31548881830526e+06	6.57197222069580e-03,0.00000000000000e+00	1.39137307302317e-04,0.00000000000000e+00	2.34151727849560e-05,0.00000000000000e+00	2.34151727849560e-05,0.00000000000000e+00	6.57197222069560e-03,0.00000000000000e+00
4.32543704745396e+06	6.55848736079159e-03,0.00000000000000e+00	1.38864362021538e-04,0.00000000000000e+00	2.34061186354281e-05,0.00000000000000e+00	2.34061186354281e-05,0.00000000000000e+00	6.55848736079140e-03,0.00000000000000e+00
4.33540820963931e+06	6.54502349848758e-03,0.00000000000000e+00	1.38591834451131e-04,0.00000000000000e+00	2.33969945178860e-05,0.00000000000000e+00	2.33969945178860e-05,0.00000000000000e+00	6.54502349848759e-03,0.00000000000000e+00
4.34540235772741e+06	6.53158064212774e-03,0.00000000000000e+00	1.38319724676109e-04,0.00000000000000e+00	2.33878005008880e-05,0.00000000000000e+00	2.33878005008880e-05,0.00000000000000e+00	6.53158064212689e-03,0.00000000000000e+00
4.35541954470624e+06	6.51815879975437e-03,0.00000000000000e+00	1.38048032775472e-04,0.00000000000000e+00	2.33785366536132e-05,0.00000000000000e+00	2.33785366536132e-05,0.00000000000000e+00	6.51815879975496e-03,0.00000000000000e+00
4.36545982368592e+06	6.50475797913543e-03,0.00000000000000e+00	1.37776758822545e-04,0.00000000000000e+00	2.33692030459159e-05,0.00000000000000e+00	2.33692030459159e-05,0.00000000000000e+00	6.50475797913634e-03,0.00000000000000e+00
4.37552324789903e+06	6.49137818774725e-03,0.00000000000000e+00	1.37505902884816e-04,0.00000000000000e+00	2.33597997482934e-05,0.00000000000000e+00	2.33597997482934e-05,0.00000000000000e+00	6.49137818774657e-03,0.00000000000000e+00
4.38560987070082e+06	6.47801943277868e-03,0.00000000000000e+00	1.37235465024057e-04,0.00000000000000e+00	2.33503268319037e-05,0.00000000000000e+00	2.33503268319037e-05,0.00000000000000e+00	6.47801943277773e-03,0.00000000000000e+00
4.39571974556957e+06	6.46468172113863e-03,0.00000000000000e+00	1.36965445296313e-04,0.00000000000000e+00	2.33407843685591e-05,0.00000000000000e+00	2.33407843685591e-05,0.00000000000000e+00	6.46468172113789e-03,0.00000000000000e+00
4.40585292610683e+06	6.45136505945434e-03,0.00000000000000e+00	1.36695843751956e-04,0.00000000000000e+00	2.33311724307323e-05,0.00000000000000e+00	2.33311724307323e-05,0.00000000000000e+00	6.45136505945353e-03,0.00000000000000e+00
4.41600946603772e+06	6.43806945406882e-03,0.00000000000000e+00	1.36426660435656e-04,0.00000000000000e+00	2.33214910915471e-05,0.00000000000000e+00	2.33214910915471e-05,0.00000000000000e+00	6.43806945406788e-03,0.00000000000000e+00
4.42618941921119e+06	6.42479491105052e-03,0.00000000000000e+00	1.36157895386562e-04,0.00000000000000e+00	2.33117404248062e-05,0.00000000000000e+00	2.33117404248062e-05,0.00000000000000e+00	6.42479491104959e-03,0.00000000000000e+00
4.43639283960036e+06	6.41154143618832e-03,0.00000000000000e+00	1.35889548638209e-04,0.00000000000000e+00	2.33019205049709e-05,0.00000000000000e+00	2.33019205049709e-05,0.00000000000000e+00	6.41154143618799e-03,0.00000000000000e+00
4.44661978130272e+06	6.39830903499743e-03,0.00000000000000e+00	1.35621620218616e-04,0.00000000000000e+00	2.32920314071740e-05,0.00000000000000e+00	2.32920314071740e-05,0.00000000000000e+00	6.39830903499759e-03,0.00000000000000e+00
4.45687029854053e+06	6.38509771271103e-03,0.00000000000000e+00	1.35354110150143e-04,0.00000000000000e+00	2.32820732071920e-05,0.00000000000000e+00	2.32820732071920e-05,0.00000000000000e+00	6.38509771271135e-03,0.00000000000000e+00
4.46714444566098e+06	6.37190747430023e-03,0.00000000000000e+00	1.35087018449893e-04,0.00000000000000e+00	2.32720459815103e-05,0.00000000000000e+00	2.32720459815103e-05,0.00000000000000e+00	6.37190747429948e-03,0.00000000000000e+00
4.47744227713659e+06	6.35873832445528e-03,0.00000000000000e+00	1.34820345129425e-04,0.00000000000000e+00	2.32619498072691e-05,0.00000000000000e+00	2.32619498072691e-05,0.00000000000000e+00	6.35873832445554e-03,0.00000000000000e+00
4.48776384756545e+06	6.34559026759859e-03,0.00000000000000e+00	1.34554090194781e-04,0.00000000000000e+00	2.32517847622651e-05,0.00000000000000e+00	2.32517847622651e-05,0.00000000000000e+00	6.34559026759794e-03,0.00000000000000e+00
4.49810921167148e+06	6.33246330788556e-03,0.00000000000000e+00	1.34288253646804e-04,0.00000000000000e+00	2.32415509250022e-05,0.00000000000000e+00	2.32415509250023e-05,0.00000000000000e+00	6.33246330788453e-03,0.00000000000000e+00
4.50847842430477e+06	6.31935744920188e-03,0.00000000000000e+00	1.34022835480912e-04,0.00000000000000e+00	2.32312483746483e-05,0.00000000000000e+00	2.32312483746483e-05,0.00000000000000e+00	6.31935744920187e-03,0.00000000000000e+00
4.51887154044187e+06	6.30627269516860e-03,0.00000000000000e+00	1.33757835687152e-04,0.00000000000000e+00	2.32208771910406e-05,0.00000000000000e+00	2.32208771910406e-05,0.00000000000000e+00	6.30627269516769e-03,0.00000000000000e+00
4.52928861518603e+06	6.29320904913747e-03,0.00000000000000e+00	1.33493254250363e-04,0.00000000000000e+00	2.32104374547105e-05,0.00000000000000e+00	2.32104374547105e-05,0.00000000000000e+00	6.29320904913838e-03,0.00000000000000e+00
4.53972970376756e+06	6.28016651420793e-03,0.00000000000000e+00	1.33229091150162e-04,0.00000000000000e+00	2.31999292468771e-05,0.00000000000000e+00	2.31999292468771e-05,0.00000000000000e+00	6.28016651420838e-03,0.00000000000000e+00
4.55019486154405e+06	6.26714509320833e-03,0.00000000000000e+00	1.32965346360921e-04,0.00000000000000e+00	2.31893526494384e-05,0.00000000000000e+00	2.31893526494384e-05,0.00000000000000e+00	6.26714509320862e-03,0.00000000000000e+00
4.56068414400075e+06	6.25414478870614e-03,0.00000000000000e+00	1.32702019851771e-04,0.00000000000000e+00	2.31787077449692e-05,0.00000000000000e+00	2.31787077449692e-05,0.00000000000000e+00	6.25414478870687e-03,0.00000000000000e+00
4.57119760675077e+06	6.24116560301524e-03,0.00000000000000e+00	1.32439111586768e-04,0.00000000000000e+00	2.31679946167449e-05,0.00000000000000e+00	2.31679946167449e-05,0.00000000000000e+00	6.24116560301530e-03,0.00000000000000e+00
4.58173530553546e+06	6.22820753818838e-03,0.00000000000000e+00	1.32176621524861e-04,0.00000000000000e+00	2.31572133487326e-05,0.00000000000000e+00	2.31572133487326e-05,0.00000000000000e+00	6.22820753818881e-03,0.00000000000000e+00
4.59229729622464e+06	6.21527059602503e-03,0.00000000000000e+00	1.31914549619881e-04,0.00000000000000e+00	2.31463640255849e-05,0.00000000000000e+00	2.31463640255849e-05,0.00000000000000e+00	6.21527059602446e-03,0.00000000000000e+00
4.60288363481693e+06	6.20235477806654e-03,0.00000000000000e+00	1.31652895820659e-04,0.00000000000000e+00	2.31354467326567e-05,0.00000000000000e+00	2.31354467326567e-05,0.00000000000000e+00	6.20235477806692e-03,0.00000000000000e+00
4.61349437744005e+06	6.18946008560620e-03,0.00000000000000e+00	1.31391660070978e-04,0.00000000000000e+00	2.31244615559923e-05,0.00000000000000e+00	2.31244615559923e-05,0.00000000000000e+00	6.18946008560586e-03,0.00000000000000e+00
4.62412958035110e+06	6.17658651967684e-03,0.00000000000000e+00	1.31130842309580e-04,0.00000000000000e+00	2.31134085823228e-05,0.00000000000000e+00	2.31134085823228e-05,0.00000000000000e+00	6.17658651967641e-03,0.00000000000000e+00
