Freq.	mag(I(RCoil1))	mag(I(RCoil2))	mag(I(RLoad))	mag(I(RSource))
2.74808395002501e+06	1.42258247294152e-02,0.00000000000000e+00	4.36792161470733e-05,0.00000000000000e+00	4.36792161470732e-05,0.00000000000000e+00	1.42258247294153e-02,0.00000000000000e+00
2.75441893778787e+06	1.42561412367975e-02,0.00000000000000e+00	4.39667056323722e-05,0.00000000000000e+00	4.39667056323722e-05,0.00000000000000e+00	1.42561412367992e-02,0.00000000000000e+00
2.76076852920575e+06	1.42864828770212e-02,0.00000000000000e+00	4.42558428016750e-05,0.00000000000000e+00	4.42558428016750e-05,0.00000000000000e+00	1.42864828770222e-02,0.00000000000000e+00
2.76713275794354e+06	1.43168491236249e-02,0.00000000000000e+00	4.45466327211014e-05,0.00000000000000e+00	4.45466327211006e-05,0.00000000000000e+00	1.43168491236241e-02,0.00000000000000e+00
2.77351165774376e+06	1.43472394429048e-02,0.00000000000000e+00	4.48390803914179e-05,0.00000000000000e+00	4.48390803914178e-05,0.00000000000000e+00	1.43472394429054e-02,0.00000000000000e+00
2.77990526242669e+06	1.43776532938671e-02,0.00000000000000e+00	4.51331907464032e-05,0.00000000000000e+00	4.51331907464033e-05,0.00000000000000e+00	1.43776532938669e-02,0.00000000000000e+00
2.78631360589058e+06	1.44080901281473e-02,0.00000000000000e+00	4.54289686509869e-05,0.00000000000000e+00	4.54289686509867e-05,0.00000000000000e+00	1.44080901281459e-02,0.00000000000000e+00
2.79273672211185e+06	1.44385493899888e-02,0.00000000000000e+00	4.57264188996039e-05,0.00000000000000e+00	4.57264188996032e-05,0.00000000000000e+00	1.44385493899886e-02,0.00000000000000e+00
2.79917464514521e+06	1.44690305161727e-02,0.00000000000000e+00	4.60255462142890e-05,0.00000000000000e+00	4.60255462142902e-05,0.00000000000000e+00	1.44690305161739e-02,0.00000000000000e+00
2.80562740912389e+06	1.44995329359497e-02,0.00000000000000e+00	4.63263552428476e-05,0.00000000000000e+00	4.63263552428484e-05,0.00000000000000e+00	1.44995329359497e-02,0.00000000000000e+00
2.81209504825981e+06	1.45300560710165e-02,0.00000000000000e+00	4.66288505571481e-05,0.00000000000000e+00	4.66288505571486e-05,0.00000000000000e+00	1.45300560710164e-02,0.00000000000000e+00
2.81857759684373e+06	1.45605993354342e-02,0.00000000000000e+00	4.69330366509985e-05,0.00000000000000e+00	4.69330366509990e-05,0.00000000000000e+00	1.45605993354317e-02,0.00000000000000e+00
2.82507508924549e+06	1.45911621355967e-02,0.00000000000000e+00	4.72389179386009e-05,0.00000000000000e+00	4.72389179386023e-05,0.00000000000000e+00	1.45911621355974e-02,0.00000000000000e+00
2.83158755991414e+06	1.46217438701729e-02,0.00000000000000e+00	4.75464987523204e-05,0.00000000000000e+00	4.75464987523195e-05,0.00000000000000e+00	1.46217438701721e-02,0.00000000000000e+00
2.83811504337816e+06	1.46523439300351e-02,0.00000000000000e+00	4.78557833409323e-05,0.00000000000000e+00	4.78557833409307e-05,0.00000000000000e+00	1.46523439300368e-02,0.00000000000000e+00
2.84465757424562e+06	1.46829616982340e-02,0.00000000000000e+00	4.81667758676463e-05,0.00000000000000e+00	4.81667758676457e-05,0.00000000000000e+00	1.46829616982354e-02,0.00000000000000e+00
2.85121518720435e+06	1.47135965499326e-02,0.00000000000000e+00	4.84794804080963e-05,0.00000000000000e+00	4.84794804080958e-05,0.00000000000000e+00	1.47135965499334e-02,0.00000000000000e+00
2.85778791702218e+06	1.47442478523539e-02,0.00000000000000e+00	4.87939009484008e-05,0.00000000000000e+00	4.87939009483989e-05,0.00000000000000e+00	1.47442478523528e-02,0.00000000000000e+00
2.86437579854706e+06	1.47749149647270e-02,0.00000000000000e+00	4.91100413830660e-05,0.00000000000000e+00	4.91100413830668e-05,0.00000000000000e+00	1.47749149647283e-02,0.00000000000000e+00
2.87097886670729e+06	1.48055972382534e-02,0.00000000000000e+00	4.94279055130697e-05,0.00000000000000e+00	4.94279055130693e-05,0.00000000000000e+00	1.48055972382558e-02,0.00000000000000e+00
2.87759715651167e+06	1.48362940160427e-02,0.00000000000000e+00	4.97474970436058e-05,0.00000000000000e+00	4.97474970436045e-05,0.00000000000000e+00	1.48362940160428e-02,0.00000000000000e+00
2.88423070304971e+06	1.48670046330571e-02,0.00000000000000e+00	5.00688195822654e-05,0.00000000000000e+00	5.00688195822644e-05,0.00000000000000e+00	1.48670046330569e-02,0.00000000000000e+00
2.89087954149183e+06	1.48977284160768e-02,0.00000000000000e+00	5.03918766367557e-05,0.00000000000000e+00	5.03918766367566e-05,0.00000000000000e+00	1.48977284160758e-02,0.00000000000000e+00
2.89754370708950e+06	1.49284646836443e-02,0.00000000000000e+00	5.07166716128788e-05,0.00000000000000e+00	5.07166716128770e-05,0.00000000000000e+00	1.49284646836440e-02,0.00000000000000e+00
2.90422323517546e+06	1.49592127460062e-02,0.00000000000000e+00	5.10432078122061e-05,0.00000000000000e+00	5.10432078122031e-05,0.00000000000000e+00	1.49592127460071e-02,0.00000000000000e+00
2.91091816116391e+06	1.49899719050905e-02,0.00000000000000e+00	5.13714884302092e-05,0.00000000000000e+00	5.13714884302088e-05,0.00000000000000e+00	1.49899719050912e-02,0.00000000000000e+00
2.91762852055067e+06	1.50207414544349e-02,0.00000000000000e+00	5.17015165538935e-05,0.00000000000000e+00	5.17015165538927e-05,0.00000000000000e+00	1.50207414544362e-02,0.00000000000000e+00
2.92435434891341e+06	1.50515206791504e-02,0.00000000000000e+00	5.20332951596522e-05,0.00000000000000e+00	5.20332951596506e-05,0.00000000000000e+00	1.50515206791486e-02,0.00000000000000e+00
2.93109568191180e+06	1.50823088558687e-02,0.00000000000000e+00	5.23668271109760e-05,0.00000000000000e+00	5.23668271109732e-05,0.00000000000000e+00	1.50823088558685e-02,0.00000000000000e+00
2.93785255528771e+06	1.51131052527101e-02,0.00000000000000e+00	5.27021151562734e-05,0.00000000000000e+00	5.27021151562800e-05,0.00000000000000e+00	1.51131052527078e-02,0.00000000000000e+00
2.94462500486541e+06	1.51439091292302e-02,0.00000000000000e+00	5.30391619267415e-05,0.00000000000000e+00	5.30391619267434e-05,0.00000000000000e+00	1.51439091292283e-02,0.00000000000000e+00
2.95141306655176e+06	1.51747197363601e-02,0.00000000000000e+00	5.33779699337795e-05,0.00000000000000e+00	5.33779699337806e-05,0.00000000000000e+00	1.51747197363583e-02,0.00000000000000e+00
2.95821677633639e+06	1.52055363164055e-02,0.00000000000000e+00	5.37185415669586e-05,0.00000000000000e+00	5.37185415669590e-05,0.00000000000000e+00	1.52055363164064e-02,0.00000000000000e+00
2.96503617029188e+06	1.52363581029501e-02,0.00000000000000e+00	5.40608790916800e-05,0.00000000000000e+00	5.40608790916798e-05,0.00000000000000e+00	1.52363581029528e-02,0.00000000000000e+00
2.97187128457399e+06	1.52671843208672e-02,0.00000000000000e+00	5.44049846467153e-05,0.00000000000000e+00	5.44049846467125e-05,0.00000000000000e+00	1.52671843208671e-02,0.00000000000000e+00
2.97872215542180e+06	1.52980141862231e-02,0.00000000000000e+00	5.47508602418823e-05,0.00000000000000e+00	5.47508602418844e-05,0.00000000000000e+00	1.52980141862243e-02,0.00000000000000e+00
2.98558881915796e+06	1.53288469062849e-02,0.00000000000000e+00	5.50985077558887e-05,0.00000000000000e+00	5.50985077558870e-05,0.00000000000000e+00	1.53288469062854e-02,0.00000000000000e+00
2.99247131218884e+06	1.53596816794583e-02,0.00000000000000e+00	5.54479289335557e-05,0.00000000000000e+00	5.54479289335542e-05,0.00000000000000e+00	1.53596816794570e-02,0.00000000000000e+00
2.99936967100472e+06	1.53905176952521e-02,0.00000000000000e+00	5.57991253839105e-05,0.00000000000000e+00	5.57991253839064e-05,0.00000000000000e+00	1.53905176952506e-02,0.00000000000000e+00
3.00628393218002e+06	1.54213541342309e-02,0.00000000000000e+00	5.61520985772873e-05,0.00000000000000e+00	5.61520985772877e-05,0.00000000000000e+00	1.54213541342309e-02,0.00000000000000e+00
3.01321413237346e+06	1.54521901680080e-02,0.00000000000000e+00	5.65068498431690e-05,0.00000000000000e+00	5.65068498431691e-05,0.00000000000000e+00	1.54521901680069e-02,0.00000000000000e+00
3.02016030832827e+06	1.54830249591703e-02,0.00000000000000e+00	5.68633803677119e-05,0.00000000000000e+00	5.68633803677072e-05,0.00000000000000e+00	1.54830249591711e-02,0.00000000000000e+00
3.02712249687239e+06	1.55138576612700e-02,0.00000000000000e+00	5.72216911911336e-05,0.00000000000000e+00	5.72216911911320e-05,0.00000000000000e+00	1.55138576612680e-02,0.00000000000000e+00
3.03410073491864e+06	1.55446874187815e-02,0.00000000000000e+00	5.75817832054709e-05,0.00000000000000e+00	5.75817832054662e-05,0.00000000000000e+00	1.55446874187829e-02,0.00000000000000e+00
3.04109505946496e+06	1.55755133670799e-02,0.00000000000000e+00	5.79436571519341e-05,0.00000000000000e+00	5.79436571519333e-05,0.00000000000000e+00	1.55755133670814e-02,0.00000000000000e+00
3.04810550759455e+06	1.56063346323833e-02,0.00000000000000e+00	5.83073136183282e-05,0.00000000000000e+00	5.83073136183329e-05,0.00000000000000e+00	1.56063346323810e-02,0.00000000000000e+00
3.05513211647612e+06	1.56371503317458e-02,0.00000000000000e+00	5.86727530366360e-05,0.00000000000000e+00	5.86727530366343e-05,0.00000000000000e+00	1.56371503317465e-02,0.00000000000000e+00
3.06217492336403e+06	1.56679595730269e-02,0.00000000000000e+00	5.90399756805408e-05,0.00000000000000e+00	5.90399756805394e-05,0.00000000000000e+00	1.56679595730264e-02,0.00000000000000e+00
3.06923396559856e+06	1.56987614548484e-02,0.00000000000000e+00	5.94089816626952e-05,0.00000000000000e+00	5.94089816626941e-05,0.00000000000000e+00	1.56987614548488e-02,0.00000000000000e+00
3.07630928060604e+06	1.57295550665797e-02,0.00000000000000e+00	5.97797709323550e-05,0.00000000000000e+00	5.97797709323558e-05,0.00000000000000e+00	1.57295550665787e-02,0.00000000000000e+00
3.08340090589909e+06	1.57603394883027e-02,0.00000000000000e+00	6.01523432726093e-05,0.00000000000000e+00	6.01523432726135e-05,0.00000000000000e+00	1.57603394883033e-02,0.00000000000000e+00
3.09050887907680e+06	1.57911137907966e-02,0.00000000000000e+00	6.05266982979682e-05,0.00000000000000e+00	6.05266982979701e-05,0.00000000000000e+00	1.57911137907967e-02,0.00000000000000e+00
3.09763323782493e+06	1.58218770355074e-02,0.00000000000000e+00	6.09028354515765e-05,0.00000000000000e+00	6.09028354515812e-05,0.00000000000000e+00	1.58218770355089e-02,0.00000000000000e+00
3.10477401991613e+06	1.58526282745358e-02,0.00000000000000e+00	6.12807540029546e-05,0.00000000000000e+00	6.12807540029592e-05,0.00000000000000e+00	1.58526282745349e-02,0.00000000000000e+00
3.11193126321012e+06	1.58833665505951e-02,0.00000000000000e+00	6.16604530449564e-05,0.00000000000000e+00	6.16604530449595e-05,0.00000000000000e+00	1.58833665505964e-02,0.00000000000000e+00
3.11910500565387e+06	1.59140908970156e-02,0.00000000000000e+00	6.20419314912873e-05,0.00000000000000e+00	6.20419314912962e-05,0.00000000000000e+00	1.59140908970151e-02,0.00000000000000e+00
3.12629528528188e+06	1.59448003377205e-02,0.00000000000000e+00	6.24251880741619e-05,0.00000000000000e+00	6.24251880741627e-05,0.00000000000000e+00	1.59448003377203e-02,0.00000000000000e+00
3.13350214021627e+06	1.59754938871883e-02,0.00000000000000e+00	6.28102213411936e-05,0.00000000000000e+00	6.28102213412012e-05,0.00000000000000e+00	1.59754938871881e-02,0.00000000000000e+00
3.14072560866707e+06	1.60061705504757e-02,0.00000000000000e+00	6.31970296531930e-05,0.00000000000000e+00	6.31970296531872e-05,0.00000000000000e+00	1.60061705504778e-02,0.00000000000000e+00
3.14796572893241e+06	1.60368293231833e-02,0.00000000000000e+00	6.35856111810810e-05,0.00000000000000e+00	6.35856111810826e-05,0.00000000000000e+00	1.60368293231828e-02,0.00000000000000e+00
3.15522253939866e+06	1.60674691914186e-02,0.00000000000000e+00	6.39759639035745e-05,0.00000000000000e+00	6.39759639035772e-05,0.00000000000000e+00	1.60674691914194e-02,0.00000000000000e+00
3.16249607854073e+06	1.60980891318370e-02,0.00000000000000e+00	6.43680856043765e-05,0.00000000000000e+00	6.43680856043757e-05,0.00000000000000e+00	1.60980891318374e-02,0.00000000000000e+00
3.16978638492219e+06	1.61286881116022e-02,0.00000000000000e+00	6.47619738695279e-05,0.00000000000000e+00	6.47619738695297e-05,0.00000000000000e+00	1.61286881116001e-02,0.00000000000000e+00
3.17709349719552e+06	1.61592650883727e-02,0.00000000000000e+00	6.51576260847838e-05,0.00000000000000e+00	6.51576260847798e-05,0.00000000000000e+00	1.61592650883747e-02,0.00000000000000e+00
3.18441745410231e+06	1.61898190103292e-02,0.00000000000000e+00	6.55550394328490e-05,0.00000000000000e+00	6.55550394328524e-05,0.00000000000000e+00	1.61898190103304e-02,0.00000000000000e+00
3.19175829447343e+06	1.62203488161406e-02,0.00000000000000e+00	6.59542108907243e-05,0.00000000000000e+00	6.59542108907331e-05,0.00000000000000e+00	1.62203488161396e-02,0.00000000000000e+00
3.19911605722930e+06	1.62508534349568e-02,0.00000000000000e+00	6.63551372271211e-05,0.00000000000000e+00	6.63551372271122e-05,0.00000000000000e+00	1.62508534349546e-02,0.00000000000000e+00
3.20649078138005e+06	1.62813317864427e-02,0.00000000000000e+00	6.67578149997206e-05,0.00000000000000e+00	6.67578149997134e-05,0.00000000000000e+00	1.62813317864422e-02,0.00000000000000e+00
3.21388250602572e+06	1.63117827807591e-02,0.00000000000000e+00	6.71622405524225e-05,0.00000000000000e+00	6.71622405524217e-05,0.00000000000000e+00	1.63117827807598e-02,0.00000000000000e+00
3.22129127035651e+06	1.63422053185604e-02,0.00000000000000e+00	6.75684100128839e-05,0.00000000000000e+00	6.75684100128745e-05,0.00000000000000e+00	1.63422053185611e-02,0.00000000000000e+00
3.22871711365294e+06	1.63725982910229e-02,0.00000000000000e+00	6.79763192896028e-05,0.00000000000000e+00	6.79763192896049e-05,0.00000000000000e+00	1.63725982910237e-02,0.00000000000000e+00
3.23616007528610e+06	1.64029605798159e-02,0.00000000000000e+00	6.83859640695155e-05,0.00000000000000e+00	6.83859640695181e-05,0.00000000000000e+00	1.64029605798172e-02,0.00000000000000e+00
3.24362019471782e+06	1.64332910571568e-02,0.00000000000000e+00	6.87973398149634e-05,0.00000000000000e+00	6.87973398149735e-05,0.00000000000000e+00	1.64332910571591e-02,0.00000000000000e+00
3.25109751150093e+06	1.64635885857927e-02,0.00000000000000e+00	6.92104417615564e-05,0.00000000000000e+00	6.92104417615572e-05,0.00000000000000e+00	1.64635885857915e-02,0.00000000000000e+00
3.25859206527941e+06	1.64938520190031e-02,0.00000000000000e+00	6.96252649149956e-05,0.00000000000000e+00	6.96252649149958e-05,0.00000000000000e+00	1.64938520190042e-02,0.00000000000000e+00
3.26610389578863e+06	1.65240802006636e-02,0.00000000000000e+00	7.00418040488571e-05,0.00000000000000e+00	7.00418040488575e-05,0.00000000000000e+00	1.65240802006629e-02,0.00000000000000e+00
3.27363304285558e+06	1.65542719652107e-02,0.00000000000000e+00	7.04600537017009e-05,0.00000000000000e+00	7.04600537017161e-05,0.00000000000000e+00	1.65542719652123e-02,0.00000000000000e+00
3.28117954639904e+06	1.65844261377010e-02,0.00000000000000e+00	7.08800081745071e-05,0.00000000000000e+00	7.08800081745008e-05,0.00000000000000e+00	1.65844261377013e-02,0.00000000000000e+00
3.28874344642983e+06	1.66145415338061e-02,0.00000000000000e+00	7.13016615281775e-05,0.00000000000000e+00	7.13016615281874e-05,0.00000000000000e+00	1.66145415338064e-02,0.00000000000000e+00
3.29632478305098e+06	1.66446169598554e-02,0.00000000000000e+00	7.17250075807663e-05,0.00000000000000e+00	7.17250075807560e-05,0.00000000000000e+00	1.66446169598553e-02,0.00000000000000e+00
3.30392359645799e+06	1.66746512128507e-02,0.00000000000000e+00	7.21500399050356e-05,0.00000000000000e+00	7.21500399050466e-05,0.00000000000000e+00	1.66746512128528e-02,0.00000000000000e+00
3.31153992693902e+06	1.67046430805184e-02,0.00000000000000e+00	7.25767518258980e-05,0.00000000000000e+00	7.25767518259028e-05,0.00000000000000e+00	1.67046430805177e-02,0.00000000000000e+00
3.31917381487508e+06	1.67345913413016e-02,0.00000000000000e+00	7.30051364176515e-05,0.00000000000000e+00	7.30051364176420e-05,0.00000000000000e+00	1.67345913413024e-02,0.00000000000000e+00
3.32682530074030e+06	1.67644947644253e-02,0.00000000000000e+00	7.34351865017610e-05,0.00000000000000e+00	7.34351865017702e-05,0.00000000000000e+00	1.67644947644269e-02,0.00000000000000e+00
3.33449442510209e+06	1.67943521099346e-02,0.00000000000000e+00	7.38668946441034e-05,0.00000000000000e+00	7.38668946441031e-05,0.00000000000000e+00	1.67943521099357e-02,0.00000000000000e+00
3.34218122862138e+06	1.68241621287139e-02,0.00000000000000e+00	7.43002531526071e-05,0.00000000000000e+00	7.43002531526126e-05,0.00000000000000e+00	1.68241621287112e-02,0.00000000000000e+00
3.34988575205283e+06	1.68539235625257e-02,0.00000000000000e+00	7.47352540745560e-05,0.00000000000000e+00	7.47352540745438e-05,0.00000000000000e+00	1.68539235625272e-02,0.00000000000000e+00
3.35760803624508e+06	1.68836351440914e-02,0.00000000000000e+00	7.51718891944780e-05,0.00000000000000e+00	7.51718891944700e-05,0.00000000000000e+00	1.68836351440924e-02,0.00000000000000e+00
3.36534812214089e+06	1.69132955970994e-02,0.00000000000000e+00	7.56101500313543e-05,0.00000000000000e+00	7.56101500313628e-05,0.00000000000000e+00	1.69132955970996e-02,0.00000000000000e+00
3.37310605077744e+06	1.69429036362636e-02,0.00000000000000e+00	7.60500278366583e-05,0.00000000000000e+00	7.60500278366805e-05,0.00000000000000e+00	1.69429036362651e-02,0.00000000000000e+00
3.38088186328649e+06	1.69724579673869e-02,0.00000000000000e+00	7.64915135914292e-05,0.00000000000000e+00	7.64915135914253e-05,0.00000000000000e+00	1.69724579673865e-02,0.00000000000000e+00
3.38867560089462e+06	1.70019572874054e-02,0.00000000000000e+00	7.69345980042492e-05,0.00000000000000e+00	7.69345980042543e-05,0.00000000000000e+00	1.70019572874037e-02,0.00000000000000e+00
3.39648730492345e+06	1.70314002844457e-02,0.00000000000000e+00	7.73792715089907e-05,0.00000000000000e+00	7.73792715090022e-05,0.00000000000000e+00	1.70314002844439e-02,0.00000000000000e+00
3.40431701678986e+06	1.70607856378890e-02,0.00000000000000e+00	7.78255242623612e-05,0.00000000000000e+00	7.78255242623660e-05,0.00000000000000e+00	1.70607856378883e-02,0.00000000000000e+00
3.41216477800620e+06	1.70901120184369e-02,0.00000000000000e+00	7.82733461416031e-05,0.00000000000000e+00	7.82733461416127e-05,0.00000000000000e+00	1.70901120184341e-02,0.00000000000000e+00
3.42003063018053e+06	1.71193780881519e-02,0.00000000000000e+00	7.87227267423979e-05,0.00000000000000e+00	7.87227267423704e-05,0.00000000000000e+00	1.71193780881527e-02,0.00000000000000e+00
3.42791461501681e+06	1.71485825005770e-02,0.00000000000000e+00	7.91736553765444e-05,0.00000000000000e+00	7.91736553765325e-05,0.00000000000000e+00	1.71485825005796e-02,0.00000000000000e+00
3.43581677431513e+06	1.71777239007579e-02,0.00000000000000e+00	7.96261210699949e-05,0.00000000000000e+00	7.96261210699956e-05,0.00000000000000e+00	1.71777239007567e-02,0.00000000000000e+00
3.44373714997197e+06	1.72068009253240e-02,0.00000000000000e+00	8.00801125605200e-05,0.00000000000000e+00	8.00801125605132e-05,0.00000000000000e+00	1.72068009253243e-02,0.00000000000000e+00
3.45167578398036e+06	1.72358122025906e-02,0.00000000000000e+00	8.05356182956879e-05,0.00000000000000e+00	8.05356182956863e-05,0.00000000000000e+00	1.72358122025904e-02,0.00000000000000e+00
3.45963271843016e+06	1.72647563526311e-02,0.00000000000000e+00	8.09926264310250e-05,0.00000000000000e+00	8.09926264310391e-05,0.00000000000000e+00	1.72647563526298e-02,0.00000000000000e+00
3.46760799550823e+06	1.72936319873224e-02,0.00000000000000e+00	8.14511248275806e-05,0.00000000000000e+00	8.14511248275790e-05,0.00000000000000e+00	1.72936319873246e-02,0.00000000000000e+00
3.47560165749871e+06	1.73224377105001e-02,0.00000000000000e+00	8.19111010505414e-05,0.00000000000000e+00	8.19111010505074e-05,0.00000000000000e+00	1.73224377104999e-02,0.00000000000000e+00
3.48361374678318e+06	1.73511721179819e-02,0.00000000000000e+00	8.23725423666713e-05,0.00000000000000e+00	8.23725423666831e-05,0.00000000000000e+00	1.73511721179834e-02,0.00000000000000e+00
3.49164430584096e+06	1.73798337976952e-02,0.00000000000000e+00	8.28354357431358e-05,0.00000000000000e+00	8.28354357431339e-05,0.00000000000000e+00	1.73798337976961e-02,0.00000000000000e+00
3.49969337724927e+06	1.74084213297608e-02,0.00000000000000e+00	8.32997678450626e-05,0.00000000000000e+00	8.32997678450608e-05,0.00000000000000e+00	1.74084213297613e-02,0.00000000000000e+00
3.50776100368348e+06	1.74369332866068e-02,0.00000000000000e+00	8.37655250342737e-05,0.00000000000000e+00	8.37655250342846e-05,0.00000000000000e+00	1.74369332866065e-02,0.00000000000000e+00
3.51584722791734e+06	1.74653682330342e-02,0.00000000000000e+00	8.42326933672629e-05,0.00000000000000e+00	8.42326933672646e-05,0.00000000000000e+00	1.74653682330320e-02,0.00000000000000e+00
3.52395209282321e+06	1.74937247263601e-02,0.00000000000000e+00	8.47012585936483e-05,0.00000000000000e+00	8.47012585936567e-05,0.00000000000000e+00	1.74937247263609e-02,0.00000000000000e+00
3.53207564137228e+06	1.75220013165103e-02,0.00000000000000e+00	8.51712061544471e-05,0.00000000000000e+00	8.51712061544671e-05,0.00000000000000e+00	1.75220013165089e-02,0.00000000000000e+00
3.54021791663480e+06	1.75501965461242e-02,0.00000000000000e+00	8.56425211808015e-05,0.00000000000000e+00	8.56425211807854e-05,0.00000000000000e+00	1.75501965461240e-02,0.00000000000000e+00
3.54837896178028e+06	1.75783089506768e-02,0.00000000000000e+00	8.61151884922228e-05,0.00000000000000e+00	8.61151884922368e-05,0.00000000000000e+00	1.75783089506775e-02,0.00000000000000e+00
3.55655882007780e+06	1.76063370585962e-02,0.00000000000000e+00	8.65891925951827e-05,0.00000000000000e+00	8.65891925951700e-05,0.00000000000000e+00	1.76063370585963e-02,0.00000000000000e+00
3.56475753489613e+06	1.76342793913773e-02,0.00000000000000e+00	8.70645176819972e-05,0.00000000000000e+00	8.70645176819920e-05,0.00000000000000e+00	1.76342793913768e-02,0.00000000000000e+00
3.57297514970405e+06	1.76621344637160e-02,0.00000000000000e+00	8.75411476292123e-05,0.00000000000000e+00	8.75411476291937e-05,0.00000000000000e+00	1.76621344637172e-02,0.00000000000000e+00
3.58121170807054e+06	1.76899007836300e-02,0.00000000000000e+00	8.80190659964968e-05,0.00000000000000e+00	8.80190659965194e-05,0.00000000000000e+00	1.76899007836308e-02,0.00000000000000e+00
3.58946725366500e+06	1.77175768525887e-02,0.00000000000000e+00	8.84982560254594e-05,0.00000000000000e+00	8.84982560254518e-05,0.00000000000000e+00	1.77175768525886e-02,0.00000000000000e+00
3.59774183025753e+06	1.77451611656556e-02,0.00000000000000e+00	8.89787006385538e-05,0.00000000000000e+00	8.89787006385514e-05,0.00000000000000e+00	1.77451611656565e-02,0.00000000000000e+00
3.60603548171909e+06	1.77726522116104e-02,0.00000000000000e+00	8.94603824380773e-05,0.00000000000000e+00	8.94603824380834e-05,0.00000000000000e+00	1.77726522116115e-02,0.00000000000000e+00
3.61434825202180e+06	1.78000484731098e-02,0.00000000000000e+00	8.99432837050437e-05,0.00000000000000e+00	8.99432837050475e-05,0.00000000000000e+00	1.78000484731110e-02,0.00000000000000e+00
3.62268018523915e+06	1.78273484268107e-02,0.00000000000000e+00	9.04273863984729e-05,0.00000000000000e+00	9.04273863984813e-05,0.00000000000000e+00	1.78273484268121e-02,0.00000000000000e+00
3.63103132554622e+06	1.78545505435420e-02,0.00000000000000e+00	9.09126721546060e-05,0.00000000000000e+00	9.09126721545828e-05,0.00000000000000e+00	1.78545505435420e-02,0.00000000000000e+00
3.63940171721992e+06	1.78816532884191e-02,0.00000000000000e+00	9.13991222857691e-05,0.00000000000000e+00	9.13991222857610e-05,0.00000000000000e+00	1.78816532884200e-02,0.00000000000000e+00
3.64779140463922e+06	1.79086551210462e-02,0.00000000000000e+00	9.18867177802293e-05,0.00000000000000e+00	9.18867177802330e-05,0.00000000000000e+00	1.79086551210457e-02,0.00000000000000e+00
3.65620043228543e+06	1.79355544956270e-02,0.00000000000000e+00	9.23754393013773e-05,0.00000000000000e+00	9.23754393013789e-05,0.00000000000000e+00	1.79355544956272e-02,0.00000000000000e+00
3.66462884474237e+06	1.79623498611633e-02,0.00000000000000e+00	9.28652671871527e-05,0.00000000000000e+00	9.28652671871399e-05,0.00000000000000e+00	1.79623498611638e-02,0.00000000000000e+00
3.67307668669664e+06	1.79890396615932e-02,0.00000000000000e+00	9.33561814496695e-05,0.00000000000000e+00	9.33561814496644e-05,0.00000000000000e+00	1.79890396615943e-02,0.00000000000000e+00
3.68154400293786e+06	1.80156223359831e-02,0.00000000000000e+00	9.38481617750066e-05,0.00000000000000e+00	9.38481617750047e-05,0.00000000000000e+00	1.80156223359832e-02,0.00000000000000e+00
3.69003083835889e+06	1.80420963186670e-02,0.00000000000000e+00	9.43411875228250e-05,0.00000000000000e+00	9.43411875228280e-05,0.00000000000000e+00	1.80420963186664e-02,0.00000000000000e+00
3.69853723795610e+06	1.80684600394520e-02,0.00000000000000e+00	9.48352377261744e-05,0.00000000000000e+00	9.48352377261700e-05,0.00000000000000e+00	1.80684600394514e-02,0.00000000000000e+00
3.70706324682957e+06	1.80947119237835e-02,0.00000000000000e+00	9.53302910916049e-05,0.00000000000000e+00	9.53302910916076e-05,0.00000000000000e+00	1.80947119237834e-02,0.00000000000000e+00
3.71560891018334e+06	1.81208503929288e-02,0.00000000000000e+00	9.58263259989441e-05,0.00000000000000e+00	9.58263259989370e-05,0.00000000000000e+00	1.81208503929268e-02,0.00000000000000e+00
3.72417427332568e+06	1.81468738641525e-02,0.00000000000000e+00	9.63233205016089e-05,0.00000000000000e+00	9.63233205016055e-05,0.00000000000000e+00	1.81468738641525e-02,0.00000000000000e+00
3.73275938166929e+06	1.81727807509257e-02,0.00000000000000e+00	9.68212523267198e-05,0.00000000000000e+00	9.68212523267308e-05,0.00000000000000e+00	1.81727807509265e-02,0.00000000000000e+00
3.74136428073155e+06	1.81985694631047e-02,0.00000000000000e+00	9.73200988754014e-05,0.00000000000000e+00	9.73200988754092e-05,0.00000000000000e+00	1.81985694631033e-02,0.00000000000000e+00
3.74998901613478e+06	1.82242384071114e-02,0.00000000000000e+00	9.78198372232180e-05,0.00000000000000e+00	9.78198372232199e-05,0.00000000000000e+00	1.82242384071117e-02,0.00000000000000e+00
3.75863363360648e+06	1.82497859861722e-02,0.00000000000000e+00	9.83204441206824e-05,0.00000000000000e+00	9.83204441206698e-05,0.00000000000000e+00	1.82497859861736e-02,0.00000000000000e+00
3.76729817897955e+06	1.82752106004793e-02,0.00000000000000e+00	9.88218959936787e-05,0.00000000000000e+00	9.88218959936765e-05,0.00000000000000e+00	1.82752106004784e-02,0.00000000000000e+00
3.77598269819253e+06	1.83005106474124e-02,0.00000000000000e+00	9.93241689443653e-05,0.00000000000000e+00	9.93241689443608e-05,0.00000000000000e+00	1.83005106474127e-02,0.00000000000000e+00
3.78468723728989e+06	1.83256845217561e-02,0.00000000000000e+00	9.98272387519298e-05,0.00000000000000e+00	9.98272387519280e-05,0.00000000000000e+00	1.83256845217546e-02,0.00000000000000e+00
