Freq.	mag(I(RCoil1))	mag(I(RCoil2))	mag(I(RLoad))	mag(I(RSource))
2.42119626710095e+06	1.26097279625832e-02,0.00000000000000e+00	3.02364500874157e-05,0.00000000000000e+00	3.02364500874184e-05,0.00000000000000e+00	1.26097279625852e-02,0.00000000000000e+00
2.42677770092994e+06	1.26380400407769e-02,0.00000000000000e+00	3.04423955799658e-05,0.00000000000000e+00	3.04423955799702e-05,0.00000000000000e+00	1.26380400407786e-02,0.00000000000000e+00
2.43237200129273e+06	1.26663966548809e-02,0.00000000000000e+00	3.06496517069541e-05,0.00000000000000e+00	3.06496517069556e-05,0.00000000000000e+00	1.26663966548787e-02,0.00000000000000e+00
2.43797919784972e+06	1.26947975931666e-02,0.00000000000000e+00	3.08582250414818e-05,0.00000000000000e+00	3.08582250414804e-05,0.00000000000000e+00	1.26947975931661e-02,0.00000000000000e+00
2.44359932032973e+06	1.27232426396136e-02,0.00000000000000e+00	3.10681221566808e-05,0.00000000000000e+00	3.10681221566827e-05,0.00000000000000e+00	1.27232426396113e-02,0.00000000000000e+00
2.44923239853009e+06	1.27517315738003e-02,0.00000000000000e+00	3.12793496249056e-05,0.00000000000000e+00	3.12793496249026e-05,0.00000000000000e+00	1.27517315738008e-02,0.00000000000000e+00
2.45487846231680e+06	1.27802641709019e-02,0.00000000000000e+00	3.14919140170432e-05,0.00000000000000e+00	3.14919140170419e-05,0.00000000000000e+00	1.27802641709008e-02,0.00000000000000e+00
2.46053754162475e+06	1.28088402016011e-02,0.00000000000000e+00	3.17058219016697e-05,0.00000000000000e+00	3.17058219016678e-05,0.00000000000000e+00	1.28088402015967e-02,0.00000000000000e+00
2.46620966645781e+06	1.28374594320614e-02,0.00000000000000e+00	3.19210798443943e-05,0.00000000000000e+00	3.19210798443962e-05,0.00000000000000e+00	1.28374594320585e-02,0.00000000000000e+00
2.47189486688901e+06	1.28661216238792e-02,0.00000000000000e+00	3.21376944070187e-05,0.00000000000000e+00	3.21376944070180e-05,0.00000000000000e+00	1.28661216238828e-02,0.00000000000000e+00
2.47759317306073e+06	1.28948265340647e-02,0.00000000000000e+00	3.23556721467972e-05,0.00000000000000e+00	3.23556721468003e-05,0.00000000000000e+00	1.28948265340682e-02,0.00000000000000e+00
2.48330461518481e+06	1.29235739149162e-02,0.00000000000000e+00	3.25750196155216e-05,0.00000000000000e+00	3.25750196155202e-05,0.00000000000000e+00	1.29235739149137e-02,0.00000000000000e+00
